date;Hours;Up;Down
22-06-2019;11 - 12;0;0
22-06-2019;12 - 13;0;0
22-06-2019;13 - 14;0;0
22-06-2019;14 - 15;0;0
22-06-2019;15 - 16;0;0
22-06-2019;16 - 17;0;0
22-06-2019;17 - 18;0;95,1
22-06-2019;18 - 19;0;135,3
22-06-2019;19 - 20;0;295,5
22-06-2019;20 - 21;0;0
22-06-2019;21 - 22;0;0
22-06-2019;22 - 23;0;46,7
22-06-2019;23 - 00;0;0
23-06-2019;00 - 01;0;0
23-06-2019;01 - 02;0;0
23-06-2019;02 - 03;153,8;0
23-06-2019;03 - 04;211,7;0
23-06-2019;04 - 05;210,7;0
23-06-2019;05 - 06;204;0
23-06-2019;06 - 07;361;0
23-06-2019;07 - 08;488,1;0
23-06-2019;08 - 09;30,5;0
23-06-2019;09 - 10;63,3;0
23-06-2019;10 - 11;65,5;0
23-06-2019;11 - 12;63,5;0
23-06-2019;12 - 13;65,6;0
23-06-2019;13 - 14;63;0
23-06-2019;14 - 15;59,5;0
23-06-2019;15 - 16;55;0
23-06-2019;16 - 17;54,8;0
23-06-2019;17 - 18;78,6;0
23-06-2019;18 - 19;0;0
23-06-2019;19 - 20;0;0
23-06-2019;20 - 21;0;0
23-06-2019;21 - 22;0;0
23-06-2019;22 - 23;0;0
23-06-2019;23 - 00;0;0
24-06-2019;00 - 01;0;0
24-06-2019;01 - 02;0;0
24-06-2019;02 - 03;0;0
24-06-2019;03 - 04;0;0
24-06-2019;04 - 05;0;0
24-06-2019;05 - 06;0;0
24-06-2019;06 - 07;0;55,7
24-06-2019;07 - 08;0;196,3
24-06-2019;08 - 09;0;0
24-06-2019;09 - 10;0;0
24-06-2019;10 - 11;0;0
24-06-2019;11 - 12;0;0
24-06-2019;12 - 13;0;0
24-06-2019;13 - 14;218,3;0
24-06-2019;14 - 15;216,7;0
24-06-2019;15 - 16;122,9;0
24-06-2019;16 - 17;0;0
24-06-2019;17 - 18;0;0
24-06-2019;18 - 19;0;153,8
24-06-2019;19 - 20;0;188,4
24-06-2019;20 - 21;0;201,3
24-06-2019;21 - 22;0;239,8
24-06-2019;22 - 23;0;249,3
24-06-2019;23 - 00;0;176,6
25-06-2019;00 - 01;0;59,7
25-06-2019;01 - 02;0;0
25-06-2019;02 - 03;0;81,2
25-06-2019;03 - 04;0;0
25-06-2019;04 - 05;0;0
25-06-2019;05 - 06;0;0
25-06-2019;06 - 07;0;0
25-06-2019;07 - 08;0;106
25-06-2019;08 - 09;0;85,8
25-06-2019;09 - 10;0,7;0
25-06-2019;10 - 11;0;0
25-06-2019;11 - 12;0;0
25-06-2019;12 - 13;0;0
25-06-2019;13 - 14;0;0
25-06-2019;14 - 15;0;0
25-06-2019;15 - 16;0;0
25-06-2019;16 - 17;0;0
25-06-2019;17 - 18;0;0
25-06-2019;18 - 19;0;0
25-06-2019;19 - 20;0;0
25-06-2019;20 - 21;0;0
25-06-2019;21 - 22;0;0
25-06-2019;22 - 23;0;0
25-06-2019;23 - 00;0;0
26-06-2019;00 - 01;0;0
26-06-2019;01 - 02;0;0
26-06-2019;02 - 03;0;0
26-06-2019;03 - 04;0;0
26-06-2019;04 - 05;0;0
26-06-2019;05 - 06;0;102,2
26-06-2019;06 - 07;0;0
26-06-2019;07 - 08;0;0
26-06-2019;08 - 09;0;0
26-06-2019;09 - 10;0;104,3
26-06-2019;10 - 11;0;288,3
26-06-2019;11 - 12;0;319,8
26-06-2019;12 - 13;0;343,3
26-06-2019;13 - 14;0;397,7
26-06-2019;14 - 15;0;324,8
26-06-2019;15 - 16;0;180,3
26-06-2019;16 - 17;0;0
26-06-2019;17 - 18;0;287,2
26-06-2019;18 - 19;0;582
26-06-2019;19 - 20;0;532,9
26-06-2019;20 - 21;0;502,2
26-06-2019;21 - 22;0;494,8
26-06-2019;22 - 23;0;470
26-06-2019;23 - 00;0;453,8
27-06-2019;00 - 01;0;0
27-06-2019;01 - 02;0;0
27-06-2019;02 - 03;0;0
27-06-2019;03 - 04;0;32,3
27-06-2019;04 - 05;0;94,6
27-06-2019;05 - 06;0;0
27-06-2019;06 - 07;0;0
27-06-2019;07 - 08;0;79,6
27-06-2019;08 - 09;0;148,5
27-06-2019;09 - 10;0;158,3
27-06-2019;10 - 11;0;143,4
27-06-2019;11 - 12;0;47,2
27-06-2019;12 - 13;0;343,7
27-06-2019;13 - 14;0;415,9
27-06-2019;14 - 15;0;213
27-06-2019;15 - 16;0;336,3
27-06-2019;16 - 17;0;414,8
27-06-2019;17 - 18;0;354,2
27-06-2019;18 - 19;0;278,8
27-06-2019;19 - 20;0;245,5
27-06-2019;20 - 21;0;226,3
27-06-2019;21 - 22;0;221,6
27-06-2019;22 - 23;0;200,8
27-06-2019;23 - 00;0;15,3
28-06-2019;00 - 01;0;0
28-06-2019;01 - 02;0;0
28-06-2019;02 - 03;0;0
28-06-2019;03 - 04;0;0
28-06-2019;04 - 05;0;0
28-06-2019;05 - 06;0;0
28-06-2019;06 - 07;0;0
28-06-2019;07 - 08;0;0
28-06-2019;08 - 09;0;0
28-06-2019;09 - 10;33,3;0
28-06-2019;10 - 11;0;0
28-06-2019;11 - 12;0;259,3
28-06-2019;12 - 13;0;301,8
28-06-2019;13 - 14;0;249,7
28-06-2019;14 - 15;0;297,9
28-06-2019;15 - 16;0;230
28-06-2019;16 - 17;0;59,8
28-06-2019;17 - 18;0;147,7
28-06-2019;18 - 19;0;276,1
28-06-2019;19 - 20;0;505,3
28-06-2019;20 - 21;0;521,7
28-06-2019;21 - 22;0;304,3
28-06-2019;22 - 23;0;511,5
28-06-2019;23 - 00;0;708,3
29-06-2019;00 - 01;0;292
29-06-2019;01 - 02;0;359,8
29-06-2019;02 - 03;0;486,8
29-06-2019;03 - 04;0;395,7
29-06-2019;04 - 05;0;478,5
29-06-2019;05 - 06;0;504,2
29-06-2019;06 - 07;0;230
29-06-2019;07 - 08;0;320,6
29-06-2019;08 - 09;0;303,7
29-06-2019;09 - 10;0;0
29-06-2019;10 - 11;0;605,4
29-06-2019;11 - 12;0;464,8
29-06-2019;12 - 13;0;474,7
29-06-2019;13 - 14;0;754,7
29-06-2019;14 - 15;0;747,8
29-06-2019;15 - 16;0;714,2
29-06-2019;16 - 17;0;724,2
29-06-2019;17 - 18;0;657,8
29-06-2019;18 - 19;0;636,3
29-06-2019;19 - 20;0;511,6
29-06-2019;20 - 21;0;308
29-06-2019;21 - 22;0;366,2
29-06-2019;22 - 23;0;336,8
29-06-2019;23 - 00;0;423,3
30-06-2019;00 - 01;0;0
30-06-2019;01 - 02;0;0
30-06-2019;02 - 03;0;0
30-06-2019;03 - 04;0;0
30-06-2019;04 - 05;0;0
30-06-2019;05 - 06;311,5;0
30-06-2019;06 - 07;351,8;0
30-06-2019;07 - 08;377,9;0
30-06-2019;08 - 09;446,6;0
30-06-2019;09 - 10;444;0
30-06-2019;10 - 11;418;0
30-06-2019;11 - 12;400,7;0
30-06-2019;12 - 13;377,9;0
30-06-2019;13 - 14;66,3;0
30-06-2019;14 - 15;0;426,8
30-06-2019;15 - 16;0;360,5
30-06-2019;16 - 17;0;0
30-06-2019;17 - 18;0;296,9
30-06-2019;18 - 19;0;807,7
30-06-2019;19 - 20;0;516,9
30-06-2019;20 - 21;0;85,6
30-06-2019;21 - 22;0;0
30-06-2019;22 - 23;0;98,7
30-06-2019;23 - 00;0;556,8
01-07-2019;00 - 01;0;366,8
01-07-2019;01 - 02;0;0
01-07-2019;02 - 03;0;0
01-07-2019;03 - 04;0;0
01-07-2019;04 - 05;0;0
01-07-2019;05 - 06;0;0
01-07-2019;06 - 07;0;495,7
01-07-2019;07 - 08;0;792,9
01-07-2019;08 - 09;0;761,3
01-07-2019;09 - 10;0;785,6
01-07-2019;10 - 11;0;975,3
01-07-2019;11 - 12;0;1126,3
01-07-2019;12 - 13;0;1253,3
01-07-2019;13 - 14;0;1306,2
01-07-2019;14 - 15;0;1412,4
01-07-2019;15 - 16;0;1356
01-07-2019;16 - 17;0;1380,9
01-07-2019;17 - 18;0;783,9
01-07-2019;18 - 19;0;687,4
01-07-2019;19 - 20;0;962,6
01-07-2019;20 - 21;0;923,9
01-07-2019;21 - 22;0;903,4
01-07-2019;22 - 23;0;953,4
01-07-2019;23 - 00;0;850
02-07-2019;00 - 01;0;646,8
02-07-2019;01 - 02;0;700,9
02-07-2019;02 - 03;0;671,9
02-07-2019;03 - 04;0;627,8
02-07-2019;04 - 05;0;704,7
02-07-2019;05 - 06;0;627,8
02-07-2019;06 - 07;0;583,7
02-07-2019;07 - 08;0;725,8
02-07-2019;08 - 09;0;1025,8
02-07-2019;09 - 10;0;1165,6
02-07-2019;10 - 11;0;1631,1
02-07-2019;11 - 12;0;1680,3
02-07-2019;12 - 13;0;1644,6
02-07-2019;13 - 14;0;1511,2
02-07-2019;14 - 15;0;1185,9
02-07-2019;15 - 16;0;1302,2
02-07-2019;16 - 17;0;1026
02-07-2019;17 - 18;0;905,9
02-07-2019;18 - 19;0;910,3
02-07-2019;19 - 20;0;942,2
02-07-2019;20 - 21;0;956,3
02-07-2019;21 - 22;0;743,8
02-07-2019;22 - 23;0;740,5
02-07-2019;23 - 00;0;879,7
03-07-2019;00 - 01;0;555,9
03-07-2019;01 - 02;0;536,8
03-07-2019;02 - 03;0;627,8
03-07-2019;03 - 04;0;487,7
03-07-2019;04 - 05;0;543,8
03-07-2019;05 - 06;0;584,3
03-07-2019;06 - 07;0;417,3
03-07-2019;07 - 08;0;0
03-07-2019;08 - 09;0;305,3
03-07-2019;09 - 10;0;519,7
03-07-2019;10 - 11;0;853,2
03-07-2019;11 - 12;0;996,5
03-07-2019;12 - 13;0;989,8
03-07-2019;13 - 14;0;993
03-07-2019;14 - 15;0;1095,6
03-07-2019;15 - 16;0;1205,4
03-07-2019;16 - 17;0;1471,1
03-07-2019;17 - 18;0;1030,4
03-07-2019;18 - 19;0;1041,3
03-07-2019;19 - 20;0;955,5
03-07-2019;20 - 21;0;943
03-07-2019;21 - 22;0;633,3
03-07-2019;22 - 23;0;293,3
03-07-2019;23 - 00;0;390,4
04-07-2019;00 - 01;0;316,2
04-07-2019;01 - 02;0;180,9
04-07-2019;02 - 03;0;280,9
04-07-2019;03 - 04;0;247,7
04-07-2019;04 - 05;0;160,2
04-07-2019;05 - 06;0;0
04-07-2019;06 - 07;0;0
04-07-2019;07 - 08;0;202,7
04-07-2019;08 - 09;0;340,3
04-07-2019;09 - 10;0;801,6
04-07-2019;10 - 11;0;765,4
04-07-2019;11 - 12;0;605,2
04-07-2019;12 - 13;0;943,9
04-07-2019;13 - 14;0;1041,5
04-07-2019;14 - 15;0;1055,3
04-07-2019;15 - 16;0;875,1
04-07-2019;16 - 17;0;189,6
04-07-2019;17 - 18;0;562,9
04-07-2019;18 - 19;0;1173,3
04-07-2019;19 - 20;0;1014,5
04-07-2019;20 - 21;0;1103,2
04-07-2019;21 - 22;0;821
04-07-2019;22 - 23;0;931,4
04-07-2019;23 - 00;0;667,8
05-07-2019;00 - 01;0;172,8
05-07-2019;01 - 02;0;0
05-07-2019;02 - 03;0;0
05-07-2019;03 - 04;0;0
05-07-2019;04 - 05;0;0
05-07-2019;05 - 06;0;0
05-07-2019;06 - 07;0;0
05-07-2019;07 - 08;0;0
05-07-2019;08 - 09;0;0
05-07-2019;09 - 10;0;0
05-07-2019;10 - 11;0;0
05-07-2019;11 - 12;0;0
05-07-2019;12 - 13;0;0
05-07-2019;13 - 14;0;0
05-07-2019;14 - 15;0;0
05-07-2019;15 - 16;0;63,6
05-07-2019;16 - 17;0;42,2
05-07-2019;17 - 18;0;120,8
05-07-2019;18 - 19;0;0
05-07-2019;19 - 20;0;0
05-07-2019;20 - 21;0;0
05-07-2019;21 - 22;0;0
05-07-2019;22 - 23;0;0
05-07-2019;23 - 00;0;0
06-07-2019;00 - 01;0;0
06-07-2019;01 - 02;0;0
06-07-2019;02 - 03;0;0
06-07-2019;03 - 04;0;0
06-07-2019;04 - 05;0;0
06-07-2019;05 - 06;0;0
06-07-2019;06 - 07;0;0
06-07-2019;07 - 08;0;0
06-07-2019;08 - 09;0;0
06-07-2019;09 - 10;0;0
06-07-2019;10 - 11;0;117,8
06-07-2019;11 - 12;0;366,5
06-07-2019;12 - 13;0;395,4
06-07-2019;13 - 14;0;486,3
06-07-2019;14 - 15;0;662,2
06-07-2019;15 - 16;0;521,2
06-07-2019;16 - 17;0;216
06-07-2019;17 - 18;0;0
06-07-2019;18 - 19;0;0
06-07-2019;19 - 20;0;369,2
06-07-2019;20 - 21;0;358,2
06-07-2019;21 - 22;0;390,5
06-07-2019;22 - 23;0;396,4
06-07-2019;23 - 00;0;501,6
07-07-2019;00 - 01;0;0
07-07-2019;01 - 02;0;0
07-07-2019;02 - 03;0;0
07-07-2019;03 - 04;0;0
07-07-2019;04 - 05;0;0
07-07-2019;05 - 06;0;0
07-07-2019;06 - 07;0;0
07-07-2019;07 - 08;0;0
07-07-2019;08 - 09;0;0
07-07-2019;09 - 10;0;0
07-07-2019;10 - 11;0;0
07-07-2019;11 - 12;0;0
07-07-2019;12 - 13;0;0
07-07-2019;13 - 14;0;0
07-07-2019;14 - 15;0;0
07-07-2019;15 - 16;0;0
07-07-2019;16 - 17;0;0
07-07-2019;17 - 18;0;0
07-07-2019;18 - 19;0;0
07-07-2019;19 - 20;0;0
07-07-2019;20 - 21;0;0
07-07-2019;21 - 22;0;0
07-07-2019;22 - 23;0;0
07-07-2019;23 - 00;0;0
08-07-2019;00 - 01;0;0
08-07-2019;01 - 02;0;0
08-07-2019;02 - 03;0;0
08-07-2019;03 - 04;0;0
08-07-2019;04 - 05;0;0
08-07-2019;05 - 06;0;0
08-07-2019;06 - 07;0;0
08-07-2019;07 - 08;0;95,8
08-07-2019;08 - 09;0;367,8
08-07-2019;09 - 10;0;397,4
08-07-2019;10 - 11;0;527,3
08-07-2019;11 - 12;0;440,2
08-07-2019;12 - 13;0;751,6
08-07-2019;13 - 14;0;867,5
08-07-2019;14 - 15;0;1032
08-07-2019;15 - 16;0;1185,8
08-07-2019;16 - 17;0;1142,9
08-07-2019;17 - 18;0;626,8
08-07-2019;18 - 19;0;496,2
08-07-2019;19 - 20;0;1261,6
08-07-2019;20 - 21;0;1360
08-07-2019;21 - 22;0;1094,3
08-07-2019;22 - 23;0;1073,6
08-07-2019;23 - 00;0;812,3
09-07-2019;00 - 01;0;0
09-07-2019;01 - 02;0;0
09-07-2019;02 - 03;0;0
09-07-2019;03 - 04;0;0
09-07-2019;04 - 05;0;0
09-07-2019;05 - 06;0;0
09-07-2019;06 - 07;0;0
09-07-2019;07 - 08;0;0
09-07-2019;08 - 09;0;0
09-07-2019;09 - 10;0;0
09-07-2019;10 - 11;84,7;0
09-07-2019;11 - 12;0;0
09-07-2019;12 - 13;0;497,5
09-07-2019;13 - 14;0;188,9
09-07-2019;14 - 15;0;331
09-07-2019;15 - 16;0;751,7
09-07-2019;16 - 17;0;795,3
09-07-2019;17 - 18;0;637,3
09-07-2019;18 - 19;0;458,7
09-07-2019;19 - 20;0;407,9
09-07-2019;20 - 21;0;202,3
09-07-2019;21 - 22;0;0
09-07-2019;22 - 23;0;0
09-07-2019;23 - 00;0;0
10-07-2019;00 - 01;0;0
10-07-2019;01 - 02;0;0
10-07-2019;02 - 03;0;0
10-07-2019;03 - 04;0;0
10-07-2019;04 - 05;0;0
10-07-2019;05 - 06;0;0
10-07-2019;06 - 07;0;0
10-07-2019;07 - 08;0;0
10-07-2019;08 - 09;0;0
10-07-2019;09 - 10;0;0
10-07-2019;10 - 11;0;0
10-07-2019;11 - 12;0;0
10-07-2019;12 - 13;0;0
10-07-2019;13 - 14;0;0
10-07-2019;14 - 15;0;0
10-07-2019;15 - 16;0;0
10-07-2019;16 - 17;0;0
10-07-2019;17 - 18;0;0
10-07-2019;18 - 19;0;0
10-07-2019;19 - 20;0;0
10-07-2019;20 - 21;0;0
10-07-2019;21 - 22;0;0
10-07-2019;22 - 23;0;0
10-07-2019;23 - 00;0;0
11-07-2019;00 - 01;0;0
11-07-2019;01 - 02;0;0
11-07-2019;02 - 03;0;0
11-07-2019;03 - 04;0;0
11-07-2019;04 - 05;0;0
11-07-2019;05 - 06;0;0
11-07-2019;06 - 07;0;0
11-07-2019;07 - 08;183;0
11-07-2019;08 - 09;156,4;0
11-07-2019;09 - 10;138,4;0
11-07-2019;10 - 11;0;0
11-07-2019;11 - 12;0;0
11-07-2019;12 - 13;32,6;0
11-07-2019;13 - 14;54,1;0
11-07-2019;14 - 15;70,2;0
11-07-2019;15 - 16;55,3;0
11-07-2019;16 - 17;74,3;0
11-07-2019;17 - 18;0;0
11-07-2019;18 - 19;0;0,3
11-07-2019;19 - 20;0;0
11-07-2019;20 - 21;0;0
11-07-2019;21 - 22;0;0
11-07-2019;22 - 23;0;0
11-07-2019;23 - 00;0;0
12-07-2019;00 - 01;0;0
12-07-2019;01 - 02;0;0
12-07-2019;02 - 03;0;0
12-07-2019;03 - 04;0;0
12-07-2019;04 - 05;0;0
12-07-2019;05 - 06;0;0
12-07-2019;06 - 07;0;0
12-07-2019;07 - 08;0;0
12-07-2019;08 - 09;0;0
12-07-2019;09 - 10;0;0
12-07-2019;10 - 11;0;0
12-07-2019;11 - 12;0;0
12-07-2019;12 - 13;0;0
12-07-2019;13 - 14;0;0
12-07-2019;14 - 15;0;0
12-07-2019;15 - 16;0;0
12-07-2019;16 - 17;0;0
12-07-2019;17 - 18;0;0
12-07-2019;18 - 19;70,8;0
12-07-2019;19 - 20;46,6;0
12-07-2019;20 - 21;104,5;0
12-07-2019;21 - 22;35,8;0
12-07-2019;22 - 23;105,4;0
12-07-2019;23 - 00;126,5;0
13-07-2019;00 - 01;0;0
13-07-2019;01 - 02;0;0
13-07-2019;02 - 03;0;0
13-07-2019;03 - 04;0;0
13-07-2019;04 - 05;0;0
13-07-2019;05 - 06;0;0
13-07-2019;06 - 07;0;0
13-07-2019;07 - 08;0;0
13-07-2019;08 - 09;0;0
13-07-2019;09 - 10;0;0
13-07-2019;10 - 11;0;0
13-07-2019;11 - 12;0;0
13-07-2019;12 - 13;0;0
13-07-2019;13 - 14;0;0
13-07-2019;14 - 15;0;0
13-07-2019;15 - 16;0;0
13-07-2019;16 - 17;0;0
13-07-2019;17 - 18;0;0
13-07-2019;18 - 19;0;0
13-07-2019;19 - 20;0;0
13-07-2019;20 - 21;0;0
13-07-2019;21 - 22;0;0
13-07-2019;22 - 23;0;0
13-07-2019;23 - 00;0;0
14-07-2019;00 - 01;0;0
14-07-2019;01 - 02;0;0
14-07-2019;02 - 03;0;0
14-07-2019;03 - 04;0;0
14-07-2019;04 - 05;0;0
14-07-2019;05 - 06;0;0
14-07-2019;06 - 07;0;0
14-07-2019;07 - 08;0;0
14-07-2019;08 - 09;0;0
14-07-2019;09 - 10;0;0
14-07-2019;10 - 11;0;0
14-07-2019;11 - 12;0;0
14-07-2019;12 - 13;0;0
14-07-2019;13 - 14;0;0
14-07-2019;14 - 15;0;0
14-07-2019;15 - 16;0;0
14-07-2019;16 - 17;0;0
14-07-2019;17 - 18;0;0
14-07-2019;18 - 19;0;0
14-07-2019;19 - 20;0;0
14-07-2019;20 - 21;0;237,7
14-07-2019;21 - 22;0;190,9
14-07-2019;22 - 23;0;195,6
14-07-2019;23 - 00;0;78,8
15-07-2019;00 - 01;0;0
15-07-2019;01 - 02;0;0
15-07-2019;02 - 03;0;0
15-07-2019;03 - 04;0;0
15-07-2019;04 - 05;0;0
15-07-2019;05 - 06;0;0
15-07-2019;06 - 07;0;0
15-07-2019;07 - 08;0;628,2
15-07-2019;08 - 09;0;796,7
15-07-2019;09 - 10;0;604,8
15-07-2019;10 - 11;0;870,3
15-07-2019;11 - 12;0;582,8
15-07-2019;12 - 13;0;643,3
15-07-2019;13 - 14;0;851,3
15-07-2019;14 - 15;0;570,5
15-07-2019;15 - 16;0;804,3
15-07-2019;16 - 17;0;771,5
15-07-2019;17 - 18;0;986,5
15-07-2019;18 - 19;0;1062,3
15-07-2019;19 - 20;0;1051,4
15-07-2019;20 - 21;0;1065,4
15-07-2019;21 - 22;0;1083,9
15-07-2019;22 - 23;0;1066,1
15-07-2019;23 - 00;0;910,3
16-07-2019;00 - 01;0;607,5
16-07-2019;01 - 02;0;105,6
16-07-2019;02 - 03;0;132,8
16-07-2019;03 - 04;0;0
16-07-2019;04 - 05;0;0
16-07-2019;05 - 06;0;264,4
16-07-2019;06 - 07;0;853,3
16-07-2019;07 - 08;0;849,1
16-07-2019;08 - 09;0;850,5
16-07-2019;09 - 10;0;797,5
16-07-2019;10 - 11;0;775,4
16-07-2019;11 - 12;0;667,2
16-07-2019;12 - 13;0;933,2
16-07-2019;13 - 14;0;952,6
16-07-2019;14 - 15;0;957,4
16-07-2019;15 - 16;0;942,8
16-07-2019;16 - 17;0;828,3
16-07-2019;17 - 18;0;632,8
16-07-2019;18 - 19;0;482,9
16-07-2019;19 - 20;0;509,8
16-07-2019;20 - 21;0;312
16-07-2019;21 - 22;0;281,7
16-07-2019;22 - 23;0;146,7
16-07-2019;23 - 00;0;471,4
17-07-2019;00 - 01;0;445,8
17-07-2019;01 - 02;0;373,4
17-07-2019;02 - 03;0;481,9
17-07-2019;03 - 04;0;182
17-07-2019;04 - 05;0;271,6
17-07-2019;05 - 06;0;137,8
17-07-2019;06 - 07;0;0
17-07-2019;07 - 08;0;121,5
17-07-2019;08 - 09;0;0
17-07-2019;09 - 10;0;0
17-07-2019;10 - 11;0;0
17-07-2019;11 - 12;0;227,4
17-07-2019;12 - 13;0;215,7
17-07-2019;13 - 14;0;243,4
17-07-2019;14 - 15;0;298,7
17-07-2019;15 - 16;0;312,4
17-07-2019;16 - 17;0;199,2
17-07-2019;17 - 18;0;198
17-07-2019;18 - 19;0;0
17-07-2019;19 - 20;0;201
17-07-2019;20 - 21;0;0
17-07-2019;21 - 22;0;0
17-07-2019;22 - 23;0;0
17-07-2019;23 - 00;0;0
18-07-2019;00 - 01;0;160,3
18-07-2019;01 - 02;0;231,3
18-07-2019;02 - 03;0;315,1
18-07-2019;03 - 04;0;303,3
18-07-2019;04 - 05;0;282,7
18-07-2019;05 - 06;0;341,4
18-07-2019;06 - 07;0;336,1
18-07-2019;07 - 08;0;188,8
18-07-2019;08 - 09;0;73,5
18-07-2019;09 - 10;0;141,5
18-07-2019;10 - 11;0;273,6
18-07-2019;11 - 12;0;341,6
18-07-2019;12 - 13;0;304,8
18-07-2019;13 - 14;0;362,1
18-07-2019;14 - 15;0;350,4
18-07-2019;15 - 16;0;414,2
18-07-2019;16 - 17;0;435,7
18-07-2019;17 - 18;0;386,3
18-07-2019;18 - 19;0;318,8
18-07-2019;19 - 20;0;259,9
18-07-2019;20 - 21;0;293,7
18-07-2019;21 - 22;0;422,3
18-07-2019;22 - 23;0;432,8
18-07-2019;23 - 00;0;398,3
19-07-2019;00 - 01;0;299,9
19-07-2019;01 - 02;0;0
19-07-2019;02 - 03;0;378,2
19-07-2019;03 - 04;0;0
19-07-2019;04 - 05;0;228,5
19-07-2019;05 - 06;0;235,2
19-07-2019;06 - 07;0;218
19-07-2019;07 - 08;0;97,7
19-07-2019;08 - 09;0;0
19-07-2019;09 - 10;0;0
19-07-2019;10 - 11;0;0
19-07-2019;11 - 12;0;0
19-07-2019;12 - 13;0;461,6
19-07-2019;13 - 14;0;414,7
19-07-2019;14 - 15;0;363,3
19-07-2019;15 - 16;0;600,9
19-07-2019;16 - 17;0;413,2
19-07-2019;17 - 18;0;228,9
19-07-2019;18 - 19;0;192,6
19-07-2019;19 - 20;0;243,9
19-07-2019;20 - 21;0;0
19-07-2019;21 - 22;0;139,8
19-07-2019;22 - 23;0;196,2
19-07-2019;23 - 00;0;328
20-07-2019;00 - 01;0;427,5
20-07-2019;01 - 02;0;80,6
20-07-2019;02 - 03;0;0
20-07-2019;03 - 04;0;0
20-07-2019;04 - 05;0;0
20-07-2019;05 - 06;0;0
20-07-2019;06 - 07;0;0
20-07-2019;07 - 08;151;0
20-07-2019;08 - 09;0;0
20-07-2019;09 - 10;216,8;0
20-07-2019;10 - 11;381,8;0
20-07-2019;11 - 12;214,6;0
20-07-2019;12 - 13;192,8;0
20-07-2019;13 - 14;41;0
20-07-2019;14 - 15;90,7;0
20-07-2019;15 - 16;178,8;0
20-07-2019;16 - 17;192,3;0
20-07-2019;17 - 18;201,1;0
20-07-2019;18 - 19;0;0
20-07-2019;19 - 20;0;0
20-07-2019;20 - 21;0;0
20-07-2019;21 - 22;0;0
20-07-2019;22 - 23;0;0
20-07-2019;23 - 00;0;186,3
21-07-2019;00 - 01;0;0
21-07-2019;01 - 02;0;0
21-07-2019;02 - 03;177,3;0
21-07-2019;03 - 04;203,2;0
21-07-2019;04 - 05;201,2;0
21-07-2019;05 - 06;210,2;0
21-07-2019;06 - 07;202,8;0
21-07-2019;07 - 08;195,2;0
21-07-2019;08 - 09;340,2;0
21-07-2019;09 - 10;106,4;0
21-07-2019;10 - 11;107,8;0
21-07-2019;11 - 12;152,4;0
21-07-2019;12 - 13;204,8;0
21-07-2019;13 - 14;245,8;0
21-07-2019;14 - 15;193,5;0
21-07-2019;15 - 16;77,7;105,7
21-07-2019;16 - 17;0;563,6
21-07-2019;17 - 18;0;0
21-07-2019;18 - 19;0;0
21-07-2019;19 - 20;0;374,7
21-07-2019;20 - 21;0;664,8
21-07-2019;21 - 22;0;693,3
21-07-2019;22 - 23;0;658,5
21-07-2019;23 - 00;0;581,8
22-07-2019;00 - 01;0;0
22-07-2019;01 - 02;0;0
22-07-2019;02 - 03;0;0
22-07-2019;03 - 04;0;0
22-07-2019;04 - 05;0;0
22-07-2019;05 - 06;0;0
22-07-2019;06 - 07;0;0
22-07-2019;07 - 08;0;0
22-07-2019;08 - 09;43,3;0
22-07-2019;09 - 10;0;0
22-07-2019;10 - 11;0;195,6
22-07-2019;11 - 12;0;842,8
22-07-2019;12 - 13;0;635,7
22-07-2019;13 - 14;0;576,2
22-07-2019;14 - 15;0;569,6
22-07-2019;15 - 16;0;693,8
22-07-2019;16 - 17;0;859,4
22-07-2019;17 - 18;0;703,6
22-07-2019;18 - 19;0;803,3
22-07-2019;19 - 20;0;1021,4
22-07-2019;20 - 21;0;885,1
22-07-2019;21 - 22;0;881,1
22-07-2019;22 - 23;0;450,9
22-07-2019;23 - 00;0;629,8
23-07-2019;00 - 01;0;705,7
23-07-2019;01 - 02;0;587,8
23-07-2019;02 - 03;0;391,3
23-07-2019;03 - 04;0;0
23-07-2019;04 - 05;0;0
23-07-2019;05 - 06;0;0
23-07-2019;06 - 07;0;0
23-07-2019;07 - 08;0;0
23-07-2019;08 - 09;0;0
23-07-2019;09 - 10;0;0
23-07-2019;10 - 11;0;127,9
23-07-2019;11 - 12;0;97,3
23-07-2019;12 - 13;0;0
23-07-2019;13 - 14;0;173,8
23-07-2019;14 - 15;0;0
23-07-2019;15 - 16;0;0
23-07-2019;16 - 17;0;234,2
23-07-2019;17 - 18;0;0
23-07-2019;18 - 19;10,8;0
23-07-2019;19 - 20;57,5;0
23-07-2019;20 - 21;38,3;0
23-07-2019;21 - 22;0;0
23-07-2019;22 - 23;0;0
23-07-2019;23 - 00;0;0
24-07-2019;00 - 01;0;0
24-07-2019;01 - 02;0;0
24-07-2019;02 - 03;0;228,8
24-07-2019;03 - 04;0;229,9
24-07-2019;04 - 05;0;0
24-07-2019;05 - 06;0;0
24-07-2019;06 - 07;0;0
24-07-2019;07 - 08;0;0
24-07-2019;08 - 09;0;0
24-07-2019;09 - 10;0;0
24-07-2019;10 - 11;0;0
24-07-2019;11 - 12;0;0
24-07-2019;12 - 13;0;0
24-07-2019;13 - 14;0;0
24-07-2019;14 - 15;0;0
24-07-2019;15 - 16;0;0
