date;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
17-04-2019;21 - 22;334,62;306,03;D;306,03;334,62;306,03;0;0
17-04-2019;22 - 23;306,25;306,03;D;306,03;306,25;306,03;0;0
17-04-2019;23 - 00;304,68;291,1;D;291,1;304,68;291,1;0;0
18-04-2019;00 - 01;318,99;279,95;D;279,95;318,99;279,95;0;-27
18-04-2019;01 - 02;317,95;264,82;D;264,82;317,95;264,82;0;-21
18-04-2019;02 - 03;317,8;264,82;D;264,82;317,8;264,82;0;-10
18-04-2019;03 - 04;318,84;264,82;D;264,82;318,84;264,82;0;-5
18-04-2019;04 - 05;261,73;261,73;;261,73;261,73;261,73;0;0
18-04-2019;05 - 06;284,2;284,2;;284,2;284,2;284,2;0;0
18-04-2019;06 - 07;356,99;298,61;D;298,61;356,99;298,61;0;0
18-04-2019;07 - 08;387,82;302,34;D;302,34;387,82;302,34;0;0
18-04-2019;08 - 09;412,91;302,34;D;302,34;412,91;302,34;0;0
18-04-2019;09 - 10;372,74;302,34;D;302,34;372,74;302,34;0;-28
18-04-2019;10 - 11;332,73;301,73;D;301,73;332,73;301,73;0;0
18-04-2019;11 - 12;301,52;291,15;D;291,15;301,52;291,15;0;-32
18-04-2019;12 - 13;281,52;281,52;;281,52;281,52;281,52;0;0
18-04-2019;13 - 14;315,78;291,15;D;291,15;315,78;291,15;0;0
18-04-2019;14 - 15;315,04;272,48;D;272,48;315,04;272,48;0;0
18-04-2019;15 - 16;314,21;272,48;D;272,48;314,21;272,48;0;0
18-04-2019;16 - 17;296,6;272,48;D;272,48;296,6;272,48;0;0
18-04-2019;17 - 18;294,13;279,95;D;279,95;294,13;279,95;0;0
18-04-2019;18 - 19;336,61;298,61;D;298,61;336,61;298,61;0;0
18-04-2019;19 - 20;368,11;298,61;D;298,61;368,11;298,61;0;0
18-04-2019;20 - 21;338,55;298,61;D;298,61;338,55;298,61;0;0
18-04-2019;21 - 22;330,19;298,61;D;298,61;330,19;298,61;0;0
18-04-2019;22 - 23;322,43;298,61;D;298,61;322,43;298,61;0;0
18-04-2019;23 - 00;305,78;265,76;D;265,76;305,78;265,76;0;0
19-04-2019;00 - 01;289,89;253,83;D;253,83;289,89;253,83;0;0
19-04-2019;01 - 02;284,44;253,83;D;253,83;284,44;253,83;0;0
19-04-2019;02 - 03;283,47;242,63;D;242,63;283,47;242,63;0;-13
19-04-2019;03 - 04;283,92;242,63;D;242,63;283,92;242,63;0;-8
19-04-2019;04 - 05;276,75;242,63;D;242,63;276,75;242,63;0;-7
19-04-2019;05 - 06;304,22;244,86;D;244,86;304,22;244,86;0;-8
19-04-2019;06 - 07;311,09;276,97;D;276,97;311,09;276,97;0;-5
19-04-2019;07 - 08;318,63;287,43;D;287,43;318,63;287,43;0;-36
19-04-2019;08 - 09;327,22;291,9;D;291,9;327,22;291,9;0;-14
19-04-2019;09 - 10;326,47;299,27;D;299,27;326,47;299,27;0;0
19-04-2019;10 - 11;320,8;320,8;;320,8;320,8;320,8;0;0
19-04-2019;11 - 12;319,23;319,23;;319,23;319,23;319,23;0;0
19-04-2019;12 - 13;315,65;315,65;;315,65;315,65;315,65;0;0
19-04-2019;13 - 14;313,03;313,03;;313,03;313,03;313,03;0;0
19-04-2019;14 - 15;309,08;309,08;;309,08;309,08;309,08;0;0
19-04-2019;15 - 16;324,75;306,01;U;324,75;324,75;306,01;0;0
19-04-2019;16 - 17;324,75;311,99;U;324,75;324,75;311,99;7;0
19-04-2019;17 - 18;324,75;315,2;U;324,75;324,75;315,2;7;0
19-04-2019;18 - 19;330,36;320,8;U;330,36;330,36;320,8;5;0
19-04-2019;19 - 20;326,1;302,36;D;302,36;326,1;302,36;0;-35
19-04-2019;20 - 21;322,51;287,61;D;287,61;322,51;287,61;0;-25
19-04-2019;21 - 22;329,16;289,67;D;289,67;329,16;289,67;0;-9
19-04-2019;22 - 23;327,59;302,36;D;302,36;327,59;302,36;0;0
19-04-2019;23 - 00;310,72;291,9;D;291,9;310,72;291,9;0;0
20-04-2019;00 - 01;325;316,91;U;325;325;316,91;12;0
20-04-2019;01 - 02;305,79;305,79;;305,79;305,79;305,79;0;0
20-04-2019;02 - 03;302,06;302,06;;302,06;302,06;302,06;0;0
20-04-2019;03 - 04;304,22;304,22;;304,22;304,22;304,22;0;0
20-04-2019;04 - 05;308,03;308,03;;308,03;308,03;308,03;0;0
20-04-2019;05 - 06;299,59;299,59;;299,59;299,59;299,59;0;0
20-04-2019;06 - 07;302,06;289,67;D;289,67;302,06;289,67;0;0
20-04-2019;07 - 08;309,23;289,67;D;289,67;309,23;289,67;0;0
20-04-2019;08 - 09;318,56;289,67;D;289,67;318,56;289,67;0;0
20-04-2019;09 - 10;320,95;298,62;D;298,62;320,95;298,62;0;-6
20-04-2019;10 - 11;320,12;320,12;;320,12;320,12;320,12;0;0
20-04-2019;11 - 12;313,63;313,63;;313,63;313,63;313,63;0;0
20-04-2019;12 - 13;309,82;309,82;;309,82;309,82;309,82;0;0
20-04-2019;13 - 14;306,01;306,01;;306,01;306,01;306,01;0;0
20-04-2019;14 - 15;303,92;303,92;;303,92;303,92;303,92;0;0
20-04-2019;15 - 16;299,97;299,97;;299,97;299,97;299,97;0;0
20-04-2019;16 - 17;302,06;302,06;;302,06;302,06;302,06;0;0
20-04-2019;17 - 18;283,92;283,92;;283,92;283,92;283,92;0;0
20-04-2019;18 - 19;335,28;335,28;;335,28;335,28;335,28;0;0
20-04-2019;19 - 20;350,29;302,36;D;302,36;350,29;302,36;0;-4
20-04-2019;20 - 21;333,04;302,36;D;302,36;333,04;302,36;0;-5
20-04-2019;21 - 22;324,08;293,08;D;293,08;324,08;293,08;0;-12
20-04-2019;22 - 23;317,29;283,69;D;283,69;317,29;283,69;0;-10
20-04-2019;23 - 00;308,85;279,96;D;279,96;308,85;279,96;0;-5
21-04-2019;00 - 01;275,85;256,52;D;256,52;275,85;256,52;0;-39
21-04-2019;01 - 02;260,25;238,9;D;238,9;260,25;238,9;0;-14
21-04-2019;02 - 03;239,65;229,19;D;229,19;239,65;229,19;0;0
21-04-2019;03 - 04;239,57;223,97;D;223,97;239,57;223,97;0;0
21-04-2019;04 - 05;254,13;223,97;D;223,97;254,13;223,97;0;0
21-04-2019;05 - 06;253,23;199,33;D;199,33;253,23;199,33;0;0
21-04-2019;06 - 07;261;155,46;D;155,46;261;155,46;0;0
21-04-2019;07 - 08;261,37;155,46;D;155,46;261,37;155,46;0;0
21-04-2019;08 - 09;301,31;238,9;D;238,9;301,31;238,9;0;-12
21-04-2019;09 - 10;312,36;298,62;D;298,62;312,36;298,62;0;-1
21-04-2019;10 - 11;309,37;298,62;D;298,62;309,37;298,62;0;-37
21-04-2019;11 - 12;307,51;279,96;D;279,96;307,51;279,96;0;0
21-04-2019;12 - 13;304,45;279,96;D;279,96;304,45;279,96;0;0
21-04-2019;13 - 14;296,16;279,96;D;279,96;296,16;279,96;0;-5
21-04-2019;14 - 15;279,21;270,25;D;270,25;279,21;270,25;0;0
21-04-2019;15 - 16;247,56;246,36;D;246,36;247,56;246,36;0;-1
21-04-2019;16 - 17;261,37;238,9;D;238,9;261,37;238,9;0;-5
21-04-2019;17 - 18;269,51;246,36;D;246,36;269,51;246,36;0;0
21-04-2019;18 - 19;312,44;268,76;D;268,76;312,44;268,76;0;0
21-04-2019;19 - 20;345,13;291,16;D;291,16;345,13;291,16;0;0
21-04-2019;20 - 21;496,77;294,89;U;496,77;496,77;344,01;132;0
21-04-2019;21 - 22;329,68;287,43;D;287,43;329,68;287,43;0;0
21-04-2019;22 - 23;308,93;233,2;D;233,2;308,93;233,2;0;-3
21-04-2019;23 - 00;286,23;233,2;D;233,2;286,23;233,2;0;-5
22-04-2019;00 - 01;261,45;116,6;D;116,6;261,45;116,6;0;0
22-04-2019;01 - 02;224,57;123,18;D;123,18;224,57;123,18;0;0
22-04-2019;02 - 03;224,34;123,18;D;123,18;224,34;123,18;0;0
22-04-2019;03 - 04;224,42;123,18;D;123,18;224,42;123,18;0;0
22-04-2019;04 - 05;224,12;123,18;D;123,18;224,12;123,18;0;0
22-04-2019;05 - 06;234,49;123,18;D;123,18;234,49;123,18;0;-4
22-04-2019;06 - 07;274,81;123,18;D;123,18;274,81;123,18;0;-75
22-04-2019;07 - 08;293,32;134,38;D;134,38;293,32;134,38;0;-2
22-04-2019;08 - 09;304,52;271,75;D;271,75;304,52;271,75;0;0
22-04-2019;09 - 10;324,75;272,06;D;272,06;276,9;272,06;0;0
22-04-2019;10 - 11;324,75;253,83;U;324,75;324,75;253,83;6;0
22-04-2019;11 - 12;321,02;177,01;U;321,02;321,02;177,01;2;0
22-04-2019;12 - 13;99,07;-49;D;-49;99,07;-49;0;-54
22-04-2019;13 - 14;21,43;21,43;;21,43;21,43;21,43;0;0
22-04-2019;14 - 15;0,9;-49;D;-49;0,9;-49;0;-55
22-04-2019;15 - 16;-0,15;-100;D;-100;-0,15;-100;0;-154
22-04-2019;16 - 17;-37,25;-210;D;-210;-37,25;-210;0;-558
22-04-2019;17 - 18;-15,53;-140;D;-140;-15,53;-140;0;-465
22-04-2019;18 - 19;-2,91;-44,79;D;-44,79;-2,91;-44,79;0;-90
22-04-2019;19 - 20;112,43;112,43;;112,43;112,43;112,43;0;0
22-04-2019;20 - 21;127,14;127,14;;127,14;127,14;127,14;0;0
22-04-2019;21 - 22;22,25;22,25;;22,25;22,25;22,25;0;0
22-04-2019;22 - 23;0,22;-67,19;D;-67,19;0,22;-67,19;0;-51
22-04-2019;23 - 00;-112,58;-113,58;D;-113,58;-112,58;-113,58;0;-123
23-04-2019;00 - 01;-12,84;-89,59;D;-89,59;-12,84;-89,59;0;-141
23-04-2019;01 - 02;-51,89;-145;D;-145;-51,89;-145;0;-191
23-04-2019;02 - 03;-71,97;-89,59;D;-89,59;-71,97;-89,59;0;-27
23-04-2019;03 - 04;-82,35;-89,59;D;-89,59;-82,35;-89,59;0;-13
23-04-2019;04 - 05;-71,37;-71,37;;-71,37;-71,37;-71,37;0;0
23-04-2019;05 - 06;51,06;-18,66;D;-18,66;51,06;-18,66;0;-9
23-04-2019;06 - 07;219,86;188,86;D;188,86;219,86;188,86;0;-29
23-04-2019;07 - 08;289,81;269,51;D;269,51;289,81;269,51;0;0
23-04-2019;08 - 09;287,65;276,23;D;276,23;287,65;276,23;0;0
23-04-2019;09 - 10;208,36;208,36;;208,36;208,36;208,36;0;0
23-04-2019;10 - 11;122,96;37,33;D;37,33;122,96;37,33;0;-24
23-04-2019;11 - 12;0,22;-57,52;D;-57,52;0,22;-57,52;0;-102
23-04-2019;12 - 13;-74,51;-74,51;;-74,51;-74,51;-74,51;0;0
23-04-2019;13 - 14;-74,43;-74,43;;-74,43;-74,43;-74,43;0;0
23-04-2019;14 - 15;-33,52;-33,52;;-33,52;-33,52;-33,52;0;0
23-04-2019;15 - 16;0,97;0,97;;0,97;0,97;0,97;0;0
23-04-2019;16 - 17;97,65;97,65;;97,65;97,65;97,65;0;0
23-04-2019;17 - 18;235,61;235,61;;235,61;235,61;235,61;0;0
23-04-2019;18 - 19;288,02;288,02;;288,02;288,02;288,02;0;0
23-04-2019;19 - 20;306,91;306,91;;306,91;306,91;306,91;0;0
23-04-2019;20 - 21;303,7;286,68;D;286,68;303,7;286,68;0;0
23-04-2019;21 - 22;271,52;268,02;D;268,02;271,52;268,02;0;0
23-04-2019;22 - 23;219,26;219,26;;219,26;219,26;219,26;0;0
23-04-2019;23 - 00;177,01;177,01;;177,01;177,01;177,01;0;0
24-04-2019;00 - 01;16,28;16,28;;16,28;16,28;16,28;0;0
24-04-2019;01 - 02;30,53;30,53;;30,53;30,53;30,53;0;0
24-04-2019;02 - 03;29,34;29,34;;29,34;29,34;29,34;0;0
24-04-2019;03 - 04;26,5;26,5;;26,5;26,5;26,5;0;0
24-04-2019;04 - 05;39,94;39,94;;39,94;39,94;39,94;0;0
24-04-2019;05 - 06;161,93;150,06;D;150,06;161,93;150,06;0;0
24-04-2019;06 - 07;299,37;229,69;D;229,69;299,37;229,69;0;0
24-04-2019;07 - 08;322,36;285,19;D;285,19;322,36;285,19;0;0
24-04-2019;08 - 09;327,37;327,37;;327,37;327,37;327,37;0;0
24-04-2019;09 - 10;313,33;313,33;;313,33;313,33;313,33;0;0
24-04-2019;10 - 11;339,68;290,04;U;339,68;339,68;290,04;0;0
24-04-2019;11 - 12;339,68;257,04;U;339,68;339,68;257,04;0;0
24-04-2019;12 - 13;326,25;223,89;U;326,25;326,25;223,89;4;0
24-04-2019;13 - 14;242,78;242,78;;242,78;242,78;242,78;0;0
24-04-2019;14 - 15;235,91;235,91;;235,91;235,91;235,91;0;0
24-04-2019;15 - 16;321,02;232,78;U;321,02;321,02;232,78;4;0
24-04-2019;16 - 17;323,26;253,98;U;323,26;323,26;253,98;0;0
24-04-2019;17 - 18;328,49;305,94;U;328,49;328,49;305,94;0;0
24-04-2019;18 - 19;335,28;335,28;;335,28;335,28;335,28;0;0
24-04-2019;19 - 20;328,49;317,74;U;328,49;328,49;317,74;0;0
24-04-2019;20 - 21;328,49;315,65;U;328,49;328,49;315,65;0;0
24-04-2019;21 - 22;309,08;309,08;;309,08;309,08;309,08;0;0
24-04-2019;22 - 23;284,44;284,44;;284,44;284,44;284,44;0;0
24-04-2019;23 - 00;231,43;231,43;;231,43;231,43;231,43;0;0
25-04-2019;00 - 01;204,87;194,86;D;194,86;204,87;194,86;0;0
25-04-2019;01 - 02;194,86;116,47;D;116,47;194,86;116,47;0;0
25-04-2019;02 - 03;203,22;37,33;D;37,33;203,22;37,33;0;-5
25-04-2019;03 - 04;213,9;37,33;D;37,33;213,9;37,33;0;-5
25-04-2019;04 - 05;233,69;18,67;D;18,67;233,69;18,67;0;0
25-04-2019;05 - 06;282,89;201,58;D;201,58;282,89;201,58;0;0
25-04-2019;06 - 07;322,53;272,51;D;272,51;322,53;272,51;0;0
25-04-2019;07 - 08;370,31;302,37;D;302,37;370,31;302,37;0;0
25-04-2019;08 - 09;359,94;295,07;D;295,07;359,94;295,07;0;0
25-04-2019;09 - 10;331,57;317,31;D;317,31;331,57;317,31;0;0
25-04-2019;10 - 11;308,05;276,24;D;276,24;308,05;276,24;0;0
25-04-2019;11 - 12;335,97;276,99;U;335,97;335,97;307,23;0;0
25-04-2019;12 - 13;335,97;304,61;U;335,97;335,97;304,61;0;0
25-04-2019;13 - 14;343,44;303,72;U;343,44;343,44;303,72;8;0
25-04-2019;14 - 15;349,42;300,36;U;349,42;349,42;300,36;12;0
25-04-2019;15 - 16;354,64;299,61;U;354,64;354,64;299,61;17;0
25-04-2019;16 - 17;354,64;276,47;U;354,64;354,64;276,47;4;0
25-04-2019;17 - 18;369,57;307,67;U;369,57;369,57;307,67;6;0
25-04-2019;18 - 19;382,23;345,08;U;382,23;382,23;345,08;131;0
25-04-2019;19 - 20;429,22;429,22;;429,22;429,22;429,22;0;0
25-04-2019;20 - 21;447,21;447,21;;447,21;447,21;447,21;0;0
25-04-2019;21 - 22;356,73;356,73;;356,73;356,73;356,73;0;0
25-04-2019;22 - 23;307,6;307,6;;307,6;307,6;307,6;0;0
25-04-2019;23 - 00;291,47;235,93;D;235,93;291,47;235,93;0;0
26-04-2019;00 - 01;276,24;238,91;D;238,91;276,24;238,91;0;-7
26-04-2019;01 - 02;261,31;231,44;D;231,44;261,31;231,44;0;0
26-04-2019;02 - 03;250,33;189,1;D;189,1;250,33;189,1;0;-5
26-04-2019;03 - 04;260,41;189,1;D;189,1;260,41;189,1;0;-24
26-04-2019;04 - 05;271,61;189,1;D;189,1;271,61;189,1;0;0
26-04-2019;05 - 06;295,05;295,05;;295,05;295,05;295,05;0;0
26-04-2019;06 - 07;723;331,41;U;723;723;331,41;233;0
26-04-2019;07 - 08;390,54;390,54;;390,54;390,54;390,54;0;0
26-04-2019;08 - 09;595;410,85;U;595;595;410,85;73;0
26-04-2019;09 - 10;595;395,24;U;595;595;395,24;152;0
26-04-2019;10 - 11;477,52;372,77;U;477,52;477,52;372,77;30;0
26-04-2019;11 - 12;561,98;350,45;U;561,98;561,98;350,45;85;0
26-04-2019;12 - 13;444,03;328,2;U;444,03;444,03;328,2;59;0
26-04-2019;13 - 14;350,9;314,76;U;350,9;350,9;314,76;5;0
26-04-2019;14 - 15;350,9;301,25;U;350,9;350,9;301,25;10;0
26-04-2019;15 - 16;324,77;302,44;U;324,77;324,77;302,44;42;0
26-04-2019;16 - 17;324,77;309,54;U;324,77;324,77;309,54;5;0
26-04-2019;17 - 18;341,34;341,34;;341,34;341,34;341,34;0;0
26-04-2019;18 - 19;335,97;308,73;D;308,73;335,97;308,73;0;-3
26-04-2019;19 - 20;366,28;302,37;D;302,37;366,28;302,37;0;-5
26-04-2019;20 - 21;370,76;265,04;D;265,04;370,76;265,04;0;-8
26-04-2019;21 - 22;346,49;264,31;D;264,31;346,49;264,31;0;-14
26-04-2019;22 - 23;313,34;261,31;D;261,31;313,34;261,31;0;-5
26-04-2019;23 - 00;276,61;238,91;D;238,91;276,61;238,91;0;0
27-04-2019;00 - 01;239,05;239,05;;239,05;239,05;239,05;0;0
27-04-2019;01 - 02;224,71;162,28;D;162,28;224,71;162,28;0;0
27-04-2019;02 - 03;216,87;85,85;D;85,85;216,87;85,85;0;0
27-04-2019;03 - 04;209,33;85,85;D;85,85;209,33;85,85;0;0
27-04-2019;04 - 05;204,78;85,85;D;85,85;204,78;85,85;0;0
27-04-2019;05 - 06;199,78;0;D;0;199,78;0;0;-3
27-04-2019;06 - 07;201,72;-29,86;D;-29,86;201,72;-29,86;0;-30
27-04-2019;07 - 08;238,82;14,93;D;14,93;238,82;14,93;0;0
27-04-2019;08 - 09;300,86;200,92;D;200,92;277,87;200,92;0;0
27-04-2019;09 - 10;300,86;283,99;U;300,86;300,86;283,99;0;0
27-04-2019;10 - 11;283,84;283,84;;283,84;283,84;283,84;0;0
27-04-2019;11 - 12;280,48;280,48;;280,48;280,48;280,48;0;0
27-04-2019;12 - 13;253,23;231,43;D;231,43;253,23;231,43;0;-18
27-04-2019;13 - 14;291,9;223,22;U;291,9;291,9;235,54;0;-5
27-04-2019;14 - 15;291,15;230,61;U;291,15;291,15;230,61;18;0
27-04-2019;15 - 16;291,15;201,57;U;291,15;291,15;231,28;10;0
27-04-2019;16 - 17;239,19;115,91;D;115,91;239,19;115,91;0;-3
27-04-2019;17 - 18;301,38;193,19;U;301,38;301,38;247,11;0;0
27-04-2019;18 - 19;324,75;283,84;U;324,75;324,75;283,84;0;0
27-04-2019;19 - 20;450;298,02;U;450;450;298,02;82;0
27-04-2019;20 - 21;401,41;293,02;U;401,41;401,41;293,02;54;0
27-04-2019;21 - 22;280,93;199,33;D;199,33;280,93;199,33;0;0
27-04-2019;22 - 23;271,45;77,28;D;77,28;271,45;77,28;0;0
27-04-2019;23 - 00;235,69;77,28;D;77,28;235,69;77,28;0;0
28-04-2019;00 - 01;672,03;233,2;U;672,03;672,03;233,2;170;0
28-04-2019;01 - 02;216,85;77,01;D;77,01;216,85;77,01;0;-19
28-04-2019;02 - 03;223,94;7,7;D;7,7;223,94;7,7;0;-34
28-04-2019;03 - 04;216,48;0;D;0;216,48;0;0;-26
28-04-2019;04 - 05;220,44;0;D;0;220,44;0;0;-32
28-04-2019;05 - 06;223,65;0;D;0;223,65;0;0;-44
28-04-2019;06 - 07;229,24;0;D;0;229,24;0;0;-56
28-04-2019;07 - 08;236,34;0,75;D;0,75;236,34;0,75;0;-19
28-04-2019;08 - 09;239,25;37,32;D;37,32;239,25;37,32;0;0
28-04-2019;09 - 10;320,99;256,86;U;320,99;320,99;256,86;0;0
28-04-2019;10 - 11;324,72;257,39;U;324,72;324,72;257,39;20;0
28-04-2019;11 - 12;321,01;265,22;U;321,01;321,01;265,22;36;0
28-04-2019;12 - 13;320,99;243,35;U;320,99;320,99;243,35;31;0
28-04-2019;13 - 14;234,69;184,81;D;184,81;234,69;184,81;0;0
28-04-2019;14 - 15;226,93;74,65;D;74,65;226,93;74,65;0;-13
28-04-2019;15 - 16;222,23;74,65;D;74,65;222,23;74,65;0;-31
28-04-2019;16 - 17;236,93;184,81;D;184,81;236,93;184,81;0;0
28-04-2019;17 - 18;265,08;265,08;;265,08;265,08;265,08;0;0
28-04-2019;18 - 19;328,45;311,13;U;328,45;328,45;311,13;0;0
28-04-2019;19 - 20;338,3;338,3;;338,3;338,3;338,3;0;0
28-04-2019;20 - 21;356,44;356,44;;356,44;356,44;356,44;0;0
28-04-2019;21 - 22;343,9;343,9;;343,9;343,9;343,9;0;0
28-04-2019;22 - 23;561,39;313,89;U;561,39;561,39;313,89;139;0
28-04-2019;23 - 00;539,19;311,06;U;539,19;539,19;311,06;150;0
29-04-2019;00 - 01;331,12;287,62;U;331,12;331,12;287,62;4;0
29-04-2019;01 - 02;324,72;270,38;U;324,72;324,72;270,38;0;0
29-04-2019;02 - 03;320,99;265,52;U;320,99;320,99;265,52;0;0
29-04-2019;03 - 04;313,52;261,34;U;313,52;313,52;261,34;0;0
29-04-2019;04 - 05;291,13;255,15;U;291,13;291,13;255,15;0;0
29-04-2019;05 - 06;272,99;254,12;D;254,12;272,99;254,12;0;-4
29-04-2019;06 - 07;349,5;268,73;D;268,73;349,5;268,73;0;-107
29-04-2019;07 - 08;393,92;287,39;D;287,39;393,92;287,39;0;-37
29-04-2019;08 - 09;423,33;294,86;D;294,86;423,33;294,86;0;-15
29-04-2019;09 - 10;382,94;287,39;D;287,39;382,94;287,39;0;-25
29-04-2019;10 - 11;350,77;279,93;D;279,93;350,77;279,93;0;-5
29-04-2019;11 - 12;340,47;279,93;D;279,93;340,47;279,93;0;-5
29-04-2019;12 - 13;328,9;328,9;;328,9;328,9;328,9;0;0
29-04-2019;13 - 14;320,99;320,99;;320,99;320,99;320,99;0;0
29-04-2019;14 - 15;303,59;266,49;D;266,49;303,59;266,49;0;-5
29-04-2019;15 - 16;294,19;267,99;D;267,99;294,19;267,99;0;0
29-04-2019;16 - 17;297,85;267,99;D;267,99;297,85;267,99;0;-2
29-04-2019;17 - 18;316,51;262,01;D;262,01;316,51;262,01;0;-5
29-04-2019;18 - 19;438,86;335,69;U;438,86;438,86;335,69;103;0
29-04-2019;19 - 20;528,36;351,44;U;528,36;528,36;351,44;108;0
29-04-2019;20 - 21;650,48;356,89;U;650,48;650,48;356,89;233;0
29-04-2019;21 - 22;649,09;349,43;U;649,09;649,09;349,43;212;0
29-04-2019;22 - 23;669,53;334,87;U;669,53;669,53;334,87;252;0
29-04-2019;23 - 00;627,82;262,01;U;627,82;627,82;286,87;258;0
30-04-2019;00 - 01;253,81;253,81;;253,81;253,81;253,81;0;0
30-04-2019;01 - 02;445,98;269,26;U;445,98;445,98;269,26;86;0
30-04-2019;02 - 03;447,91;194,09;U;447,91;447,91;261,28;86;0
30-04-2019;03 - 04;263,07;194,09;D;194,09;263,07;194,09;0;0
30-04-2019;04 - 05;257,09;179,16;D;179,16;257,09;179,16;0;0
30-04-2019;05 - 06;276,5;179,16;D;179,16;276,5;179,16;0;-19
30-04-2019;06 - 07;340,55;227,68;D;227,68;340,55;227,68;0;-116
30-04-2019;07 - 08;389,23;253,81;D;253,81;389,23;253,81;0;-47
30-04-2019;08 - 09;447,9;262;D;262;447,9;262;0;-25
30-04-2019;09 - 10;384,22;279,94;D;279,94;384,22;279,94;0;-28
30-04-2019;10 - 11;538,47;354,06;U;538,47;538,47;354,06;72;0
30-04-2019;11 - 12;571;334,81;U;571;571;334,81;148;0
30-04-2019;12 - 13;343,39;281,26;U;343,39;343,39;304,95;2;0
30-04-2019;13 - 14;328,46;281,43;U;328,46;328,46;281,43;5;0
30-04-2019;14 - 15;298,45;298,45;;298,45;298,45;298,45;0;0
30-04-2019;15 - 16;440,45;294,2;U;440,45;440,45;294,2;288;0
30-04-2019;16 - 17;294,94;294,94;;294,94;294,94;294,94;0;0
30-04-2019;17 - 18;308,3;272,47;D;272,47;308,3;272,47;0;-12
30-04-2019;18 - 19;351,53;267,99;D;267,99;351,53;267,99;0;-12
30-04-2019;19 - 20;406,1;254,29;D;254,29;406,1;254,29;0;-144
30-04-2019;20 - 21;386,39;164,23;D;164,23;386,39;164,23;0;-175
30-04-2019;21 - 22;363,62;134,37;D;134,37;363,62;134,37;0;-157
30-04-2019;22 - 23;345,48;134,37;D;134,37;345,48;134,37;0;-78
30-04-2019;23 - 00;324,06;33,59;D;33,59;324,06;33,59;0;-126
01-05-2019;00 - 01;600;283,65;U;600;600;283,65;283;0
01-05-2019;01 - 02;500;262,75;U;500;500;262,75;139;0
01-05-2019;02 - 03;563,13;171,69;U;563,13;563,13;243,64;196;0
01-05-2019;03 - 04;232,6;84,88;D;84,88;232,6;84,88;0;0
01-05-2019;04 - 05;220,65;77,17;D;77,17;220,65;77,17;0;0
01-05-2019;05 - 06;221,85;-22,39;D;-22,39;221,85;-22,39;0;-14
01-05-2019;06 - 07;205,35;-44,79;D;-44,79;205,35;-44,79;0;-58
01-05-2019;07 - 08;206,02;-35,83;D;-35,83;206,02;-35,83;0;-74
01-05-2019;08 - 09;309,78;-25;D;-25;230,66;-25;0;-19
01-05-2019;09 - 10;339,53;219,46;U;339,53;339,53;219,46;10;0
01-05-2019;10 - 11;339,53;215,58;U;339,53;339,53;215,58;12;0
01-05-2019;11 - 12;343,37;213,86;U;343,37;343,37;213,86;8;0
01-05-2019;12 - 13;343,37;157,65;U;343,37;343,37;157,65;5;0
01-05-2019;13 - 14;335,91;36,58;U;335,91;335,91;36,58;3;0
01-05-2019;14 - 15;149,29;-18,36;U;149,29;149,29;-18,36;40;0
01-05-2019;15 - 16;186,62;-21,05;U;186,62;186,62;-21,05;307;0
01-05-2019;16 - 17;14,78;-75;D;-75;14,78;-75;0;-131
01-05-2019;17 - 18;146,38;-72;D;-72;146,38;-72;0;-225
01-05-2019;18 - 19;221,33;-65,39;D;-65,39;221,33;-65,39;0;-191
01-05-2019;19 - 20;324,09;257,6;U;324,09;324,09;257,6;0;0
01-05-2019;20 - 21;324,09;278,06;U;324,09;324,09;278,06;0;0
01-05-2019;21 - 22;320,98;247,82;U;320,98;320,98;247,82;0;0
01-05-2019;22 - 23;320,98;251,41;U;320,98;320,98;251,41;0;0
01-05-2019;23 - 00;95,4;95,4;;95,4;95,4;95,4;0;0
02-05-2019;00 - 01;97,34;97,34;;97,34;97,34;97,34;0;0
02-05-2019;01 - 02;37,77;37,77;;37,77;37,77;37,77;0;0
02-05-2019;02 - 03;37,4;37,4;;37,4;37,4;37,4;0;0
02-05-2019;03 - 04;3,51;3,51;;3,51;3,51;3,51;0;0
02-05-2019;04 - 05;20,38;20,38;;20,38;20,38;20,38;0;0
02-05-2019;05 - 06;50,31;50,31;;50,31;50,31;50,31;0;0
02-05-2019;06 - 07;307,63;231,42;D;231,42;307,63;231,42;0;0
02-05-2019;07 - 08;300,54;246,26;D;246,26;300,54;246,26;0;0
02-05-2019;08 - 09;307,63;265,5;D;265,5;307,63;265,5;0;0
02-05-2019;09 - 10;305,02;305,02;;305,02;305,02;305,02;0;0
02-05-2019;10 - 11;296,36;296,36;;296,36;296,36;296,36;0;0
02-05-2019;11 - 12;294,87;278,59;U;294,87;294,87;278,59;0;0
02-05-2019;12 - 13;288,9;234,55;U;288,9;288,9;234,55;0;0
02-05-2019;13 - 14;294,87;238,13;U;294,87;294,87;238,13;0;0
02-05-2019;14 - 15;293,37;256,2;U;293,37;293,37;256,2;0;0
02-05-2019;15 - 16;291,14;276,21;U;291,14;291,14;276,21;0;0
02-05-2019;16 - 17;298,6;279,79;U;298,6;298,6;279,79;0;0
02-05-2019;17 - 18;297,48;297,48;;297,48;297,48;297,48;0;0
