;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
08-02-2018;12 - 13;268,69;230,73;D;230,73;268,69;230,73;0;0
08-02-2018;13 - 14;267,27;230,73;D;230,73;267,27;230,73;0;0
08-02-2018;14 - 15;261,54;215,84;D;215,84;261,54;215,84;0;0
08-02-2018;15 - 16;259,68;215,84;D;215,84;259,68;215,84;0;0
08-02-2018;16 - 17;248,29;227,02;D;227,02;248,29;227,02;0;0
08-02-2018;17 - 18;423,12;423,12;;423,12;423,12;423,12;0;0
08-02-2018;18 - 19;323,22;292,06;U;323,22;323,22;292,06;241;0
08-02-2018;19 - 20;284,74;230,87;D;230,87;261,47;230,87;14;0
08-02-2018;20 - 21;250,82;223,28;D;223,28;250,82;223,28;0;-37
08-02-2018;21 - 22;244,5;223,28;D;223,28;244,5;223,28;0;0
08-02-2018;22 - 23;236,83;236,83;;236,83;236,83;236,83;0;0
08-02-2018;23 - 00;230,35;230,35;;230,35;230,35;230,35;0;0
09-02-2018;00 - 01;249,92;230,78;U;249,92;249,92;230,78;3;0
09-02-2018;01 - 02;241,12;228,1;U;241,12;241,12;228,1;0;0
09-02-2018;02 - 03;241,12;225,57;U;241,12;241,12;225,57;18;0
09-02-2018;03 - 04;241,12;226,24;U;241,12;241,12;226,24;8;0
09-02-2018;04 - 05;241,12;227,65;U;241,12;241,12;227,65;17;0
09-02-2018;05 - 06;233,91;233,91;;233,91;233,91;233,91;0;0
09-02-2018;06 - 07;238;215,31;D;215,31;238;215,31;0;0
09-02-2018;07 - 08;249,16;249,16;;249,16;249,16;249,16;0;0
09-02-2018;08 - 09;252,81;252,81;;252,81;252,81;252,81;0;0
09-02-2018;09 - 10;252,44;230,69;D;230,69;252,44;230,69;0;0
09-02-2018;10 - 11;250,35;230,69;D;230,69;250,35;230,69;0;0
09-02-2018;11 - 12;246,48;215,31;D;215,31;246,48;215,31;0;0
09-02-2018;12 - 13;243,06;215,31;D;215,31;243,06;215,31;0;0
09-02-2018;13 - 14;240,45;215,31;D;215,31;240,45;215,31;0;0
09-02-2018;14 - 15;239,86;215,31;D;215,31;239,86;215,31;0;0
09-02-2018;15 - 16;239,19;230,69;D;230,69;239,19;230,69;0;0
09-02-2018;16 - 17;216,49;216,49;;216,49;216,49;216,49;0;0
09-02-2018;17 - 18;281,31;281,31;;281,31;281,31;281,31;0;0
09-02-2018;18 - 19;307,59;254,15;U;307,59;307,59;254,15;114;0
09-02-2018;19 - 20;245,07;215,31;D;215,31;245,07;215,31;0;0
09-02-2018;20 - 21;238,44;215,31;D;215,31;238,44;215,31;0;0
09-02-2018;21 - 22;237,33;215,31;D;215,31;237,33;215,31;0;0
09-02-2018;22 - 23;234,87;215,31;D;215,31;234,87;215,31;0;0
09-02-2018;23 - 00;231,97;215,31;D;215,31;231,97;215,31;0;0
10-02-2018;00 - 01;234,68;234,68;;234,68;234,68;234,68;0;0
10-02-2018;01 - 02;232,74;232,74;;232,74;232,74;232,74;0;0
10-02-2018;02 - 03;231,18;208,4;D;208,4;231,18;208,4;0;0
10-02-2018;03 - 04;231,85;204,67;D;204,67;231,85;204,67;0;0
10-02-2018;04 - 05;233,93;204,67;D;204,67;233,93;204,67;0;0
10-02-2018;05 - 06;236,69;207,66;D;207,66;236,69;207,66;0;-13
10-02-2018;06 - 07;236,69;204,67;D;204,67;236,69;204,67;0;0
10-02-2018;07 - 08;233,78;204,67;D;204,67;233,78;204,67;0;0
10-02-2018;08 - 09;236,84;204,67;D;204,67;236,84;204,67;0;0
10-02-2018;09 - 10;242,12;219,83;D;219,83;242,12;219,83;0;0
10-02-2018;10 - 11;247,18;219,83;D;219,83;247,18;219,83;0;0
10-02-2018;11 - 12;245,92;219,83;D;219,83;245,92;219,83;0;0
10-02-2018;12 - 13;241,53;219,83;D;219,83;241,53;219,83;0;0
10-02-2018;13 - 14;260,51;239,89;U;260,51;260,51;239,89;0;0
10-02-2018;14 - 15;260,51;238,1;U;260,51;260,51;238,1;50;0
10-02-2018;15 - 16;260,51;240,86;U;260,51;260,51;240,86;42;0
10-02-2018;16 - 17;246,66;246,66;;246,66;246,66;246,66;0;0
10-02-2018;17 - 18;298,46;264,67;U;298,46;298,46;264,67;66;0
10-02-2018;18 - 19;298,46;259,84;U;298,46;298,46;259,84;163;0
10-02-2018;19 - 20;267,76;244,87;U;267,76;267,76;244,87;28;0
10-02-2018;20 - 21;238,92;197,09;D;197,09;238,92;197,09;0;0
10-02-2018;21 - 22;241,6;194,25;D;194,25;241,6;194,25;0;0
10-02-2018;22 - 23;237,88;193,52;D;193,52;237,88;193,52;0;0
10-02-2018;23 - 00;216,22;195,01;D;195,01;216,22;195,01;0;0
11-02-2018;00 - 01;127,13;127,13;;127,13;127,13;127,13;0;0
11-02-2018;01 - 02;134,28;134,28;;134,28;134,28;134,28;0;0
11-02-2018;02 - 03;91,85;91,85;;91,85;91,85;91,85;0;0
11-02-2018;03 - 04;34,09;34,09;;34,09;34,09;34,09;0;0
11-02-2018;04 - 05;230;3,87;U;230;230;3,87;15;0
11-02-2018;05 - 06;230;7,44;U;230;230;7,44;12;0
11-02-2018;06 - 07;-36,62;-36,62;;-36,62;-36,62;-36,62;0;0
11-02-2018;07 - 08;-30,07;-30,07;;-30,07;-30,07;-30,07;0;0
11-02-2018;08 - 09;0,74;0,74;;0,74;0,74;0,74;0;0
11-02-2018;09 - 10;2,23;2,23;;2,23;2,23;2,23;0;0
11-02-2018;10 - 11;0,22;0,22;;0,22;0,22;0,22;0;0
11-02-2018;11 - 12;87,09;87,09;;87,09;87,09;87,09;0;0
11-02-2018;12 - 13;97,36;97,36;;97,36;97,36;97,36;0;0
11-02-2018;13 - 14;243,87;86,19;U;243,87;243,87;86,19;0;0
11-02-2018;14 - 15;243,87;79,64;U;243,87;243,87;79,64;0;0
11-02-2018;15 - 16;243,87;76;U;243,87;243,87;76;0;0
11-02-2018;16 - 17;90,73;90,73;;90,73;90,73;90,73;0;0
11-02-2018;17 - 18;243,87;213,18;U;243,87;243,87;213,18;0;0
11-02-2018;18 - 19;266,74;233,35;U;266,74;266,74;233,35;52;0
11-02-2018;19 - 20;253,07;230,97;U;253,07;253,07;230,97;6;0
11-02-2018;20 - 21;243,87;162,04;U;243,87;243,87;162,04;62;0
11-02-2018;21 - 22;127,06;127,06;;127,06;127,06;127,06;0;0
11-02-2018;22 - 23;228,51;127,13;U;228,51;228,51;127,13;0;0
11-02-2018;23 - 00;227,02;111,43;U;227,02;227,02;111,43;0;0
12-02-2018;00 - 01;228,63;86,42;U;228,63;228,63;86,42;0;0
12-02-2018;01 - 02;228,63;80,02;U;228,63;228,63;80,02;0;0
12-02-2018;02 - 03;228,63;74,43;U;228,63;228,63;74,43;0;0
12-02-2018;03 - 04;228,63;76,89;U;228,63;228,63;76,89;0;0
12-02-2018;04 - 05;238,93;79,87;U;238,93;238,93;79,87;0;0
12-02-2018;05 - 06;238,93;92,22;U;238,93;238,93;92,22;0;0
12-02-2018;06 - 07;230;227,32;U;230;230;227,32;0;0
12-02-2018;07 - 08;236,99;236,99;;236,99;236,99;236,99;0;0
12-02-2018;08 - 09;240,42;209,58;D;209,58;240,42;209,58;0;0
12-02-2018;09 - 10;239,45;209,58;D;209,58;239,45;209,58;0;0
12-02-2018;10 - 11;251,49;239,08;U;251,49;251,49;239,08;0;0
12-02-2018;11 - 12;251,49;237,14;U;251,49;251,49;237,14;0;0
12-02-2018;12 - 13;256,79;235,06;U;256,79;256,79;235,06;0;0
12-02-2018;13 - 14;256,79;235,06;U;256,79;256,79;235,06;0;0
12-02-2018;14 - 15;251,49;235,13;U;251,49;251,49;235,13;0;0
12-02-2018;15 - 16;259,11;236,47;U;259,11;259,11;236,47;0;0
12-02-2018;16 - 17;251,49;226,65;U;251,49;251,49;226,65;0;0
12-02-2018;17 - 18;277,64;230,74;D;230,74;277,64;230,74;0;0
12-02-2018;18 - 19;266,32;230,74;D;230,74;266,32;230,74;0;0
12-02-2018;19 - 20;252,92;252,92;;252,92;252,92;252,92;0;0
12-02-2018;20 - 21;241,46;241,46;;241,46;241,46;241,46;0;0
12-02-2018;21 - 22;245,63;237,59;U;245,63;245,63;237,59;0;0
12-02-2018;22 - 23;243,87;231,49;U;243,87;243,87;231,49;0;0
12-02-2018;23 - 00;230,44;230,44;;230,44;230,44;230,44;0;0
13-02-2018;00 - 01;229,19;229,19;;229,19;229,19;229,19;0;0
13-02-2018;01 - 02;227,56;227,56;;227,56;227,56;227,56;0;0
13-02-2018;02 - 03;227,04;227,04;;227,04;227,04;227,04;0;0
13-02-2018;03 - 04;229,12;229,12;;229,12;229,12;229,12;0;0
13-02-2018;04 - 05;231,35;231,35;;231,35;231,35;231,35;0;0
13-02-2018;05 - 06;243,26;243,26;;243,26;243,26;243,26;0;0
13-02-2018;06 - 07;276,16;215,87;D;215,87;276,16;215,87;0;0
13-02-2018;07 - 08;338,62;338,62;;338,62;338,62;338,62;0;0
13-02-2018;08 - 09;353,21;353,21;;353,21;353,21;353,21;0;0
13-02-2018;09 - 10;345,47;345,47;;345,47;345,47;345,47;0;0
13-02-2018;10 - 11;317,11;317,11;;317,11;317,11;317,11;0;0
13-02-2018;11 - 12;285,1;276,02;U;285,1;285,1;276,02;7;0
13-02-2018;12 - 13;258,81;256,81;;256,81;256,81;256,81;0;0
13-02-2018;13 - 14;253,54;253,54;;253,54;253,54;253,54;0;0
13-02-2018;14 - 15;269,6;267,6;;267,6;267,6;267,6;0;0
13-02-2018;15 - 16;270,36;232,62;D;232,62;270,36;232,62;0;0
13-02-2018;16 - 17;292,69;232,69;D;232,69;292,69;232,69;0;-6
13-02-2018;17 - 18;450;232,69;D;232,69;371,07;232,69;2;-17
13-02-2018;18 - 19;465,98;391,84;U;465,98;465,98;391,84;58;0
13-02-2018;19 - 20;362,51;287,85;U;362,51;362,51;287,85;80;0
13-02-2018;20 - 21;270;249,74;U;270;270;249,74;19;0
13-02-2018;21 - 22;256,07;246,39;U;256,07;256,07;246,39;0;0
13-02-2018;22 - 23;268,16;239,91;U;268,16;268,16;239,91;9;0
13-02-2018;23 - 00;241,92;232,1;U;241,92;241,92;232,1;45;0
14-02-2018;00 - 01;243,44;238,81;U;243,44;243,44;238,81;23;0
14-02-2018;01 - 02;236,2;236,2;;236,2;236,2;236,2;0;0
14-02-2018;02 - 03;234,79;234,79;;234,79;234,79;234,79;0;0
14-02-2018;03 - 04;235,31;235,31;;235,31;235,31;235,31;0;0
14-02-2018;04 - 05;241,56;241,56;;241,56;241,56;241,56;0;0
14-02-2018;05 - 06;250,5;250,5;;250,5;250,5;250,5;0;0
14-02-2018;06 - 07;260,56;260,56;;260,56;260,56;260,56;0;0
14-02-2018;07 - 08;359,63;257,73;U;359,63;359,63;359,63;0;0
14-02-2018;08 - 09;419,22;282;D;282;419,22;282;0;-35
14-02-2018;09 - 10;335,57;221,57;D;221,57;335,57;221,57;0;-51
14-02-2018;10 - 11;301,08;217,5;D;217,5;301,08;217,5;0;-48
14-02-2018;11 - 12;274,26;207,82;D;207,82;274,26;207,82;0;0
14-02-2018;12 - 13;261,83;206,29;D;206,29;261,83;206,29;0;0
14-02-2018;13 - 14;254,15;198,64;D;198,64;254,15;198,64;0;0
14-02-2018;14 - 15;252,74;191;D;191;252,74;191;0;0
14-02-2018;15 - 16;252,14;191;D;191;252,14;191;0;0
14-02-2018;16 - 17;256,16;201,12;D;201,12;256,16;201,12;0;0
14-02-2018;17 - 18;271,58;206,33;D;206,33;271,58;206,33;0;0
14-02-2018;18 - 19;275,98;206,33;D;206,33;275,98;206,33;0;0
14-02-2018;19 - 20;253,11;206,33;D;206,33;253,11;206,33;0;0
14-02-2018;20 - 21;244,17;206,29;D;206,29;244,17;206,29;0;0
14-02-2018;21 - 22;242,91;198,88;D;198,88;242,91;198,88;0;0
14-02-2018;22 - 23;232,33;198,64;D;198,64;232,33;198,64;0;0
14-02-2018;23 - 00;219,07;160,44;D;160,44;219,07;160,44;0;0
15-02-2018;00 - 01;210,51;156,43;D;156,43;210,51;156,43;0;0
15-02-2018;01 - 02;207,6;178,78;D;178,78;207,6;178,78;0;0
15-02-2018;02 - 03;136,24;136,24;;136,24;136,24;136,24;0;0
15-02-2018;03 - 04;119,85;119,85;;119,85;119,85;119,85;0;0
15-02-2018;04 - 05;133,93;133,93;;133,93;133,93;133,93;0;0
15-02-2018;05 - 06;186,75;186,75;;186,75;186,75;186,75;0;0
15-02-2018;06 - 07;228,09;202,61;D;202,61;228,09;202,61;0;0
15-02-2018;07 - 08;264,31;244,1;U;264,31;264,31;244,1;0;0
15-02-2018;08 - 09;253,71;227,19;D;227,19;253,71;227,19;0;0
15-02-2018;09 - 10;249,62;218,34;D;218,34;249,62;218,34;0;0
15-02-2018;10 - 11;244,7;218,34;D;218,34;244,7;218,34;0;0
15-02-2018;11 - 12;244,18;204,85;D;204,85;244,18;204,85;0;0
15-02-2018;12 - 13;243,88;204,85;D;204,85;243,88;204,85;0;0
15-02-2018;13 - 14;245,67;204,85;D;204,85;245,67;204,85;0;0
15-02-2018;14 - 15;247,08;206,85;D;206,85;247,08;206,85;0;0
15-02-2018;15 - 16;248,87;208,57;D;208,57;248,87;208,57;0;0
15-02-2018;16 - 17;251,7;207,08;D;207,08;251,7;207,08;0;0
15-02-2018;17 - 18;262,06;214,51;D;214,51;262,06;214,51;0;0
15-02-2018;18 - 19;275,32;222,17;D;222,17;275,32;222,17;0;0
15-02-2018;19 - 20;261,76;222,17;D;222,17;261,76;222,17;0;0
15-02-2018;20 - 21;252,67;222,17;D;222,17;252,67;222,17;0;0
15-02-2018;21 - 22;252,45;222,17;D;222,17;252,45;222,17;0;0
15-02-2018;22 - 23;245,89;222,17;D;222,17;245,89;222,17;0;0
15-02-2018;23 - 00;239,49;239,49;;239,49;239,49;239,49;0;0
16-02-2018;00 - 01;238,75;238,75;;238,75;238,75;238,75;0;0
16-02-2018;01 - 02;237,33;237,33;;237,33;237,33;237,33;0;0
16-02-2018;02 - 03;236,74;236,74;;236,74;236,74;236,74;0;0
16-02-2018;03 - 04;234,72;234,72;;234,72;234,72;234,72;0;0
16-02-2018;04 - 05;238,3;238,3;;238,3;238,3;238,3;0;0
16-02-2018;05 - 06;245,97;245,97;;245,97;245,97;245,97;0;0
16-02-2018;06 - 07;260,65;260,65;;260,65;260,65;260,65;0;0
16-02-2018;07 - 08;282,55;282,55;;282,55;282,55;282,55;0;0
16-02-2018;08 - 09;299,76;252,53;D;252,53;299,76;252,53;0;0
16-02-2018;09 - 10;298,74;252,78;D;252,78;298,56;252,78;0;0
16-02-2018;10 - 11;344,7;263,13;U;344,7;344,7;294,54;0;0
16-02-2018;11 - 12;302,57;282,55;U;302,57;302,57;282,55;15;0
16-02-2018;12 - 13;300;260,28;U;300;300;260,28;12;0
16-02-2018;13 - 14;268,1;259,23;U;268,1;268,1;259,23;0;0
16-02-2018;14 - 15;256,4;256,4;;256,4;256,4;256,4;0;0
16-02-2018;15 - 16;260,28;260,28;;260,28;260,28;260,28;0;0
16-02-2018;16 - 17;265,41;245,12;D;245,12;265,41;245,12;0;0
16-02-2018;17 - 18;321,43;259,98;D;259,98;321,43;259,98;0;0
16-02-2018;18 - 19;365,38;259,98;D;259,98;365,38;259,98;0;0
16-02-2018;19 - 20;293,42;259,98;D;259,98;293,42;259,98;0;0
16-02-2018;20 - 21;266,76;266,76;;266,76;266,76;266,76;0;0
16-02-2018;21 - 22;260,13;260,13;;260,13;260,13;260,13;0;0
16-02-2018;22 - 23;250,07;250,07;;250,07;250,07;250,07;0;0
16-02-2018;23 - 00;245,53;245,53;;245,53;245,53;245,53;0;0
17-02-2018;00 - 01;258,23;238,17;D;238,17;258,23;238,17;0;0
17-02-2018;01 - 02;253,02;238,17;D;238,17;253,02;238,17;0;0
17-02-2018;02 - 03;253,02;253,02;;253,02;253,02;253,02;0;0
17-02-2018;03 - 04;265,06;250,34;U;265,06;265,06;250,34;0;0
17-02-2018;04 - 05;265,06;250,41;U;265,06;265,06;250,41;0;0
17-02-2018;05 - 06;265,06;252,2;U;265,06;265,06;252,2;0;0
17-02-2018;06 - 07;257,64;257,64;;257,64;257,64;257,64;0;0
17-02-2018;07 - 08;264,34;264,34;;264,34;264,34;264,34;0;0
17-02-2018;08 - 09;274,84;245,86;D;245,86;274,84;245,86;0;0
17-02-2018;09 - 10;302,85;302,85;;302,85;302,85;302,85;0;0
17-02-2018;10 - 11;332,19;332,19;;332,19;332,19;332,19;0;0
17-02-2018;11 - 12;315,81;249,7;D;249,7;315,81;249,7;0;-74
17-02-2018;12 - 13;302,7;245,86;D;245,86;302,7;245,86;0;-55
17-02-2018;13 - 14;283,11;238,17;D;238,17;283,11;238,17;0;0
17-02-2018;14 - 15;267,92;242,07;D;242,07;267,92;242,07;0;0
17-02-2018;15 - 16;267,62;242,07;D;242,07;267,62;242,07;0;0
17-02-2018;16 - 17;286,91;249,7;D;249,7;286,91;249,7;0;0
17-02-2018;17 - 18;345,6;335,1;U;345,6;345,6;335,1;0;0
17-02-2018;18 - 19;382,84;370,7;U;382,84;382,84;370,7;4;0
17-02-2018;19 - 20;352,38;238,17;D;238,17;352,38;238,17;0;-115
17-02-2018;20 - 21;293,98;238,17;D;238,17;293,98;238,17;0;-100
17-02-2018;21 - 22;280,73;238,17;D;238,17;280,73;238,17;0;-100
17-02-2018;22 - 23;267,02;238,17;D;238,17;267,02;238,17;0;-98
17-02-2018;23 - 00;259,8;238,17;D;238,17;259,8;238,17;0;-48
18-02-2018;00 - 01;260,09;238,41;D;238,41;260,09;238,41;0;0
18-02-2018;01 - 02;259,42;238,41;D;238,41;259,42;238,41;0;0
18-02-2018;02 - 03;253,16;238,41;D;238,41;253,16;238,41;0;0
18-02-2018;03 - 04;252,49;231,24;D;231,24;252,49;231,24;0;0
18-02-2018;04 - 05;252,05;227,98;D;227,98;252,05;227,98;0;0
18-02-2018;05 - 06;253,24;219,67;D;219,67;253,24;219,67;0;0
18-02-2018;06 - 07;249,66;219,67;D;219,67;249,66;219,67;0;0
18-02-2018;07 - 08;250,04;215,82;D;215,82;250,04;215,82;0;0
18-02-2018;08 - 09;255,03;215,82;D;215,82;255,03;215,82;0;0
18-02-2018;09 - 10;270,45;225;D;225;263,89;225;20;0
18-02-2018;10 - 11;269,77;266,35;U;269,77;269,77;266,35;109;0
18-02-2018;11 - 12;267,99;234,69;D;234,69;267,99;234,69;0;-15
18-02-2018;12 - 13;258,6;231,24;D;231,24;258,6;231,24;0;0
18-02-2018;13 - 14;260,76;231,24;D;231,24;260,76;231,24;0;0
18-02-2018;14 - 15;256,14;231,24;D;231,24;256,14;231,24;0;0
18-02-2018;15 - 16;260,32;231,24;D;231,24;260,32;231,24;0;0
18-02-2018;16 - 17;270;234,69;D;234,69;270;234,69;0;-33
18-02-2018;17 - 18;308,07;246,65;D;246,65;308,07;246,65;0;-4
18-02-2018;18 - 19;353,52;353,52;;353,52;353,52;353,52;0;0
18-02-2018;19 - 20;328,12;328,12;;328,12;328,12;328,12;0;0
18-02-2018;20 - 21;298,02;298,02;;298,02;298,02;298,02;0;0
18-02-2018;21 - 22;275,37;231,24;D;231,24;275,37;231,24;0;-13
18-02-2018;22 - 23;263,45;231,24;D;231,24;263,45;231,24;0;0
18-02-2018;23 - 00;251,6;216,06;D;216,06;251,6;216,06;0;0
19-02-2018;00 - 01;251,6;215,82;D;215,82;251,6;215,82;0;0
19-02-2018;01 - 02;250,04;216,06;D;216,06;250,04;216,06;0;-11
19-02-2018;02 - 03;251,67;223,53;D;223,53;251,67;223,53;0;0
19-02-2018;03 - 04;252,87;252,87;;252,87;252,87;252,87;0;0
19-02-2018;04 - 05;261,29;261,29;;261,29;261,29;261,29;0;0
19-02-2018;05 - 06;280,51;280,51;;280,51;280,51;280,51;0;0
19-02-2018;06 - 07;352,63;352,63;;352,63;352,63;352,63;0;0
19-02-2018;07 - 08;431,75;431,75;;431,75;431,75;431,75;0;0
19-02-2018;08 - 09;456,56;292,9;D;292,9;456,56;292,9;0;-126
19-02-2018;09 - 10;459,17;292,9;D;292,9;459,17;292,9;0;-129
19-02-2018;10 - 11;444,57;444,57;;444,57;444,57;444,57;0;0
19-02-2018;11 - 12;432,94;432,94;;432,94;432,94;432,94;0;0
19-02-2018;12 - 13;404,11;404,11;;404,11;404,11;404,11;0;0
19-02-2018;13 - 14;392,41;392,41;;392,41;392,41;392,41;0;0
19-02-2018;14 - 15;393,46;393,46;;393,46;393,46;393,46;0;0
19-02-2018;15 - 16;351,21;330,05;D;330,05;351,21;330,05;0;-25
19-02-2018;16 - 17;370,66;370,66;;370,66;370,66;370,66;0;0
19-02-2018;17 - 18;446,43;446,43;;446,43;446,43;446,43;0;0
19-02-2018;18 - 19;750;505,44;U;750;750;505,44;110;0
19-02-2018;19 - 20;750;405,23;U;750;750;405,23;99;0
19-02-2018;20 - 21;322,6;322,6;;322,6;322,6;322,6;0;0
19-02-2018;21 - 22;316,02;312,92;U;316,02;316,02;312,92;6;0
19-02-2018;22 - 23;292,9;284,01;U;292,9;292,9;284,01;75;0
19-02-2018;23 - 00;281,34;266,5;U;281,34;281,34;266,5;174;0
20-02-2018;00 - 01;279,68;277,58;U;279,68;279,68;277,58;273;0
20-02-2018;01 - 02;280;271,32;U;280;280;271,32;185;0
20-02-2018;02 - 03;268,57;268,57;;268,57;268,57;268,57;0;0
20-02-2018;03 - 04;265,51;265,51;;265,51;265,51;265,51;0;0
20-02-2018;04 - 05;275,2;275,2;;275,2;275,2;275,2;0;0
20-02-2018;05 - 06;315,79;303,05;U;315,79;315,79;303,05;8;0
20-02-2018;06 - 07;351,46;351,46;;351,46;351,46;351,46;0;0
20-02-2018;07 - 08;447,24;447,24;;447,24;447,24;447,24;0;0
20-02-2018;08 - 09;461,17;285,17;D;285,17;461,17;285,17;0;-73
20-02-2018;09 - 10;460,65;285,17;D;285,17;460,65;285,17;0;-100
20-02-2018;10 - 11;446,05;446,05;;446,05;446,05;446,05;0;0
20-02-2018;11 - 12;417,82;417,82;;417,82;417,82;417,82;0;0
20-02-2018;12 - 13;397,56;285,17;D;285,17;397,56;285,17;0;-50
20-02-2018;13 - 14;384,83;285,17;D;285,17;384,83;285,17;0;-48
20-02-2018;14 - 15;377,6;312,81;D;312,81;377,6;312,81;0;0
20-02-2018;15 - 16;371,42;371,42;;371,42;371,42;371,42;0;0
20-02-2018;16 - 17;374,25;374,25;;374,25;374,25;374,25;0;0
20-02-2018;17 - 18;398,53;398,53;;398,53;398,53;398,53;0;0
20-02-2018;18 - 19;450,44;450,44;;450,44;450,44;450,44;0;0
20-02-2018;19 - 20;444,04;444,04;;444,04;444,04;444,04;0;0
20-02-2018;20 - 21;349,53;349,53;;349,53;349,53;349,53;0;0
20-02-2018;21 - 22;319,44;319,44;;319,44;319,44;319,44;0;0
20-02-2018;22 - 23;332,92;304,17;U;332,92;332,92;304,17;16;0
20-02-2018;23 - 00;316;278,62;U;316;316;278,62;36;0
21-02-2018;00 - 01;278,95;278,95;;278,95;278,95;278,95;0;0
21-02-2018;01 - 02;275,89;275,89;;275,89;275,89;275,89;0;0
21-02-2018;02 - 03;273,88;273,88;;273,88;273,88;273,88;0;0
21-02-2018;03 - 04;272,84;272,84;;272,84;272,84;272,84;0;0
21-02-2018;04 - 05;277,98;277,98;;277,98;277,98;277,98;0;0
21-02-2018;05 - 06;290,86;290,86;;290,86;290,86;290,86;0;0
21-02-2018;06 - 07;399,13;339,93;U;399,13;399,13;339,93;0;0
21-02-2018;07 - 08;514,55;440,31;U;514,55;514,55;440,31;102;0
21-02-2018;08 - 09;463,02;463,02;;463,02;463,02;463,02;0;0
21-02-2018;09 - 10;461,53;461,53;;461,53;461,53;461,53;0;0
21-02-2018;10 - 11;423,48;423,48;;423,48;423,48;423,48;0;0
21-02-2018;11 - 12;370,17;370,17;;370,17;370,17;370,17;0;0
21-02-2018;12 - 13;341,42;279,24;D;279,24;341,42;279,24;0;0
21-02-2018;13 - 14;335,91;335,91;;335,91;335,91;335,91;0;0
21-02-2018;14 - 15;331,96;320,94;D;320,94;331,96;320,94;0;0
21-02-2018;15 - 16;334,87;314,99;D;314,99;334,87;314,99;0;0
21-02-2018;16 - 17;353,04;353,04;;353,04;353,04;353,04;0;0
21-02-2018;17 - 18;412,76;412,76;;412,76;412,76;412,76;0;0
21-02-2018;18 - 19;438,82;438,82;;438,82;438,82;438,82;0;0
21-02-2018;19 - 20;411,34;364,88;D;364,88;411,34;364,88;0;0
21-02-2018;20 - 21;358,4;344,77;D;344,77;358,4;344,77;0;0
21-02-2018;21 - 22;327,42;327,42;;327,42;327,42;327,42;0;0
21-02-2018;22 - 23;307,99;297,04;U;307,99;307,99;297,04;5;0
21-02-2018;23 - 00;289,78;277,61;U;289,78;289,78;277,61;0;0
22-02-2018;00 - 01;291,68;291,68;;291,68;291,68;291,68;0;0
22-02-2018;01 - 02;285,27;285,27;;285,27;285,27;285,27;0;0
22-02-2018;02 - 03;282,59;282,59;;282,59;282,59;282,59;0;0
22-02-2018;03 - 04;283,26;283,26;;283,26;283,26;283,26;0;0
22-02-2018;04 - 05;290,78;290,78;;290,78;290,78;290,78;0;0
22-02-2018;05 - 06;312,9;296,37;D;296,37;312,9;296,37;0;0
22-02-2018;06 - 07;371,8;371,8;;371,8;371,8;371,8;0;0
22-02-2018;07 - 08;440,75;440,75;;440,75;440,75;440,75;0;0
22-02-2018;08 - 09;506,13;506,13;;506,13;506,13;506,13;0;0
22-02-2018;09 - 10;465,92;465,92;;465,92;465,92;465,92;0;0
22-02-2018;10 - 11;431,22;431,22;;431,22;431,22;431,22;0;0
22-02-2018;11 - 12;367,93;367,93;;367,93;367,93;367,93;0;0
22-02-2018;12 - 13;341,94;297,86;D;297,86;341,94;297,86;0;-21
22-02-2018;13 - 14;335,83;281,33;D;281,33;335,83;281,33;0;-5
22-02-2018;14 - 15;336,58;277,48;D;277,48;336,58;277,48;0;-5
22-02-2018;15 - 16;340,23;277,48;D;277,48;340,23;277,48;0;0
22-02-2018;16 - 17;370,83;281,33;D;281,33;370,83;281,33;0;0
22-02-2018;17 - 18;429,88;277,48;D;277,48;429,88;277,48;0;0
22-02-2018;18 - 19;446,64;277,48;D;277,48;446,64;277,48;0;0
22-02-2018;19 - 20;415,51;290,41;D;290,41;415,51;290,41;0;0
22-02-2018;20 - 21;341,27;341,27;;341,27;341,27;341,27;0;0
22-02-2018;21 - 22;330,92;330,92;;330,92;330,92;330,92;0;0
22-02-2018;22 - 23;316,03;277,48;D;277,48;316,03;277,48;0;0
22-02-2018;23 - 00;284,45;274,77;D;274,77;284,45;274,77;0;0
23-02-2018;00 - 01;287,27;287,27;;287,27;287,27;287,27;0;0
23-02-2018;01 - 02;280,19;279,46;U;280,19;280,19;279,46;0;0
23-02-2018;02 - 03;280,19;277,3;U;280,19;280,19;277,3;145;0
23-02-2018;03 - 04;280,19;276,48;U;280,19;280,19;276,48;145;0
23-02-2018;04 - 05;280,19;279,53;U;280,19;280,19;279,53;0;0
23-02-2018;05 - 06;297,73;296,73;U;297,73;297,73;296,73;260;0
23-02-2018;06 - 07;368,96;368,96;;368,96;368,96;368,96;0;0
23-02-2018;07 - 08;467,62;458,83;U;467,62;467,62;458,83;14;0
23-02-2018;08 - 09;469,33;469,33;;469,33;469,33;469,33;0;0
23-02-2018;09 - 10;413,26;413,26;;413,26;413,26;413,26;0;0
23-02-2018;10 - 11;402,84;402,84;;402,84;402,84;402,84;0;0
23-02-2018;11 - 12;383,82;345,13;U;383,82;383,82;345,13;5;0
23-02-2018;12 - 13;370,6;318,47;U;370,6;370,6;318,47;6;0
23-02-2018;13 - 14;352,13;300,01;U;352,13;352,13;300,01;3;0
