;Hours;Price up;Price down;Dominating direction;Imbalance price consumption;Imbalance price production purchase;Imbalance price production sale;Volume up;Volume down
24-01-2018;10 - 11;227,54;195,75;D;195,75;227,54;195,75;0;0
24-01-2018;11 - 12;222,55;196,67;D;196,67;222,55;196,67;0;0
24-01-2018;12 - 13;221,95;177,39;D;177,39;221,95;177,39;0;0
24-01-2018;13 - 14;216,3;177,39;D;177,39;216,3;177,39;0;0
24-01-2018;14 - 15;214,58;181,38;D;181,38;214,58;181,38;0;0
24-01-2018;15 - 16;213,84;188,96;D;188,96;213,84;188,96;0;0
24-01-2018;16 - 17;215,85;185,11;D;185,11;215,85;185,11;0;0
24-01-2018;17 - 18;221,06;185,11;D;185,11;221,06;185,11;0;0
24-01-2018;18 - 19;217,86;177,39;D;177,39;217,86;177,39;0;0
24-01-2018;19 - 20;211,16;169,68;D;169,68;211,16;169,68;0;0
24-01-2018;20 - 21;186,52;169,68;D;169,68;186,52;169,68;0;0
24-01-2018;21 - 22;135,91;135,91;;135,91;135,91;135,91;0;0
24-01-2018;22 - 23;122,74;122,74;;122,74;122,74;122,74;0;0
24-01-2018;23 - 00;88,05;88,05;;88,05;88,05;88,05;0;0
25-01-2018;00 - 01;212,3;35,14;U;212,3;212,3;35,14;0;0
25-01-2018;01 - 02;212,3;40,57;U;212,3;212,3;40,57;0;0
25-01-2018;02 - 03;28,81;28,81;;28,81;28,81;28,81;0;0
25-01-2018;03 - 04;34,91;34,91;;34,91;34,91;34,91;0;0
25-01-2018;04 - 05;35,29;-99;D;-99;35,29;-99;0;-223
25-01-2018;05 - 06;104,15;104,15;;104,15;104,15;104,15;0;0
25-01-2018;06 - 07;209,34;193;D;193;209,34;193;0;0
25-01-2018;07 - 08;293,91;193;D;193;293,91;193;0;0
25-01-2018;08 - 09;250,73;185,28;D;185,28;250,73;185,28;0;0
25-01-2018;09 - 10;230,48;185,28;D;185,28;230,48;185,28;0;0
25-01-2018;10 - 11;229,74;180,16;D;180,16;229,74;180,16;0;0
25-01-2018;11 - 12;226,98;177,92;D;177,92;226,98;177,92;0;0
25-01-2018;12 - 13;224,97;177,56;D;177,56;224,97;177,56;0;0
25-01-2018;13 - 14;225,49;177,56;D;177,56;225,49;177,56;0;0
25-01-2018;14 - 15;226,54;177,92;D;177,92;226,54;177,92;0;0
25-01-2018;15 - 16;229,66;177,92;D;177,92;229,66;177,92;0;0
25-01-2018;16 - 17;156,41;156,41;;156,41;156,41;156,41;0;0
25-01-2018;17 - 18;329,12;200,72;D;200,72;329,12;200,72;0;0
25-01-2018;18 - 19;247,08;200,72;D;200,72;247,08;200,72;0;0
25-01-2018;19 - 20;239,27;193;D;193;239,27;193;0;0
25-01-2018;20 - 21;234,35;193;D;193;234,35;193;0;0
25-01-2018;21 - 22;228,7;193;D;193;228,7;193;0;0
25-01-2018;22 - 23;221,18;177,56;D;177,56;221,18;177,56;0;0
25-01-2018;23 - 00;215,74;177,56;D;177,56;215,74;177,56;0;-21
26-01-2018;00 - 01;217,98;186,36;D;186,36;217,98;186,36;0;0
26-01-2018;01 - 02;215,82;195,05;D;195,05;215,82;195,05;0;0
26-01-2018;02 - 03;215,45;215,45;;215,45;215,45;215,45;0;0
26-01-2018;03 - 04;216,64;216,64;;216,64;216,64;216,64;0;0
26-01-2018;04 - 05;219,99;219,99;;219,99;219,99;219,99;0;0
26-01-2018;05 - 06;224,09;224,09;;224,09;224,09;224,09;0;0
26-01-2018;06 - 07;289,97;289,97;;289,97;289,97;289,97;0;0
26-01-2018;07 - 08;249,92;249,92;;249,92;249,92;249,92;0;0
26-01-2018;08 - 09;275,53;209,65;D;209,65;275,53;209,65;0;0
26-01-2018;09 - 10;270,92;209,65;D;209,65;270,92;209,65;0;0
26-01-2018;10 - 11;264,51;209,65;D;209,65;264,51;209,65;0;0
26-01-2018;11 - 12;253,79;212,18;D;212,18;253,79;212,18;0;0
26-01-2018;12 - 13;248,28;209,65;D;209,65;248,28;209,65;0;0
26-01-2018;13 - 14;245,16;202,5;D;202,5;245,16;202,5;0;0
26-01-2018;14 - 15;244,34;202,5;D;202,5;244,34;202,5;0;0
26-01-2018;15 - 16;243,07;202,5;D;202,5;243,07;202,5;0;0
26-01-2018;16 - 17;249,7;209,94;D;209,94;249,7;209,94;0;0
26-01-2018;17 - 18;362,04;361,07;U;362,04;362,04;361,07;82;0
26-01-2018;18 - 19;351,65;350,65;U;351,65;351,65;350,65;92;0
26-01-2018;19 - 20;320,35;320,35;;320,35;320,35;320,35;0;0
26-01-2018;20 - 21;291;202,5;D;202,5;246,94;202,5;86;0
26-01-2018;21 - 22;234,88;202,5;D;202,5;234,88;202,5;0;-20
26-01-2018;22 - 23;228,18;203,24;D;203,24;228,18;203,24;0;0
26-01-2018;23 - 00;224,76;224,76;;224,76;224,76;224,76;0;0
27-01-2018;00 - 01;229,28;229,28;;229,28;229,28;229,28;0;0
27-01-2018;01 - 02;224,96;224,96;;224,96;224,96;224,96;0;0
27-01-2018;02 - 03;223,39;223,39;;223,39;223,39;223,39;0;0
27-01-2018;03 - 04;223,25;223,25;;223,25;223,25;223,25;0;0
27-01-2018;04 - 05;225,03;225,03;;225,03;225,03;225,03;0;0
27-01-2018;05 - 06;229,13;229,13;;229,13;229,13;229,13;0;0
27-01-2018;06 - 07;228,98;228,98;;228,98;228,98;228,98;0;0
27-01-2018;07 - 08;249,45;249,45;;249,45;249,45;249,45;0;0
27-01-2018;08 - 09;282,87;282,87;;282,87;282,87;282,87;0;0
27-01-2018;09 - 10;297,83;209,91;D;209,91;297,83;209,91;0;-26
27-01-2018;10 - 11;283,1;209,91;D;209,91;283,1;209,91;0;-25
27-01-2018;11 - 12;252,72;209,91;D;209,91;252,72;209,91;0;0
27-01-2018;12 - 13;243,94;202,13;D;202,13;243,94;202,13;0;-64
27-01-2018;13 - 14;238,13;194,36;D;194,36;238,13;194,36;0;0
27-01-2018;14 - 15;234,19;190,47;D;190,47;234,19;190,47;0;0
27-01-2018;15 - 16;231,36;190,47;D;190,47;231,36;190,47;0;0
27-01-2018;16 - 17;232,92;198,25;D;198,25;232,92;198,25;0;0
27-01-2018;17 - 18;266,79;213,8;D;213,8;266,79;213,8;0;0
27-01-2018;18 - 19;242,9;195,03;D;195,03;242,9;195,03;0;0
27-01-2018;19 - 20;237,91;189,08;D;189,08;237,91;189,08;0;0
27-01-2018;20 - 21;207,61;186,59;D;186,59;207,61;186,59;0;0
27-01-2018;21 - 22;88,66;-40;D;-40;88,66;-40;0;-96
27-01-2018;22 - 23;81,74;81,74;;81,74;81,74;81,74;0;0
27-01-2018;23 - 00;0,74;0,74;;0,74;0,74;0,74;0;0
28-01-2018;00 - 01;-0,3;-0,3;;-0,3;-0,3;-0,3;0;0
28-01-2018;01 - 02;-89,48;-89,48;;-89,48;-89,48;-89,48;0;0
28-01-2018;02 - 03;-111,67;-111,67;;-111,67;-111,67;-111,67;0;0
28-01-2018;03 - 04;-90,75;-90,75;;-90,75;-90,75;-90,75;0;0
28-01-2018;04 - 05;-68,04;-68,04;;-68,04;-68,04;-68,04;0;0
28-01-2018;05 - 06;0,3;0,3;;0,3;0,3;0,3;0;0
28-01-2018;06 - 07;-1,86;-1,86;;-1,86;-1,86;-1,86;0;0
28-01-2018;07 - 08;15,56;15,56;;15,56;15,56;15,56;0;0
28-01-2018;08 - 09;76,98;76,98;;76,98;76,98;76,98;0;0
28-01-2018;09 - 10;86,73;86,73;;86,73;86,73;86,73;0;0
28-01-2018;10 - 11;104,52;104,52;;104,52;104,52;104,52;0;0
28-01-2018;11 - 12;87,03;87,03;;87,03;87,03;87,03;0;0
28-01-2018;12 - 13;86,65;86,65;;86,65;86,65;86,65;0;0
28-01-2018;13 - 14;47,05;47,05;;47,05;47,05;47,05;0;0
28-01-2018;14 - 15;76,83;76,83;;76,83;76,83;76,83;0;0
28-01-2018;15 - 16;75,12;75,12;;75,12;75,12;75,12;0;0
28-01-2018;16 - 17;80,4;-48;D;-48;80,4;-48;0;-91
28-01-2018;17 - 18;217,75;217,75;;217,75;217,75;217,75;0;0
28-01-2018;18 - 19;200,26;200,26;;200,26;200,26;200,26;0;0
28-01-2018;19 - 20;230,04;198,54;U;230,04;230,04;198,54;5;0
28-01-2018;20 - 21;214,4;214,4;;214,4;214,4;214,4;0;0
28-01-2018;21 - 22;222,59;212,76;U;222,59;222,59;212,76;2;0
28-01-2018;22 - 23;225,58;208,15;U;225,58;225,58;208,15;16;0
28-01-2018;23 - 00;225,58;205,32;U;225,58;225,58;205,32;2;0
29-01-2018;00 - 01;175,76;175,76;;175,76;175,76;175,76;0;0
29-01-2018;01 - 02;172,94;172,94;;172,94;172,94;172,94;0;0
29-01-2018;02 - 03;0,82;0,82;;0,82;0,82;0,82;0;0
29-01-2018;03 - 04;-32,53;-32,53;;-32,53;-32,53;-32,53;0;0
29-01-2018;04 - 05;-74,52;-74,52;;-74,52;-74,52;-74,52;0;0
29-01-2018;05 - 06;-6,7;-50;D;-50;-6,7;-50;0;-103
29-01-2018;06 - 07;92,54;-115;D;-115;92,54;-115;0;-331
29-01-2018;07 - 08;225,79;-10;D;-10;225,79;-10;0;-371
29-01-2018;08 - 09;226,98;-69,98;D;-69,98;226,98;-69,98;0;-311
29-01-2018;09 - 10;223,11;-39,98;D;-39,98;223,11;-39,98;0;-143
29-01-2018;10 - 11;221,62;0;D;0;221,62;0;0;-30
29-01-2018;11 - 12;221,25;221,25;;221,25;221,25;221,25;0;0
29-01-2018;12 - 13;219,76;194,47;D;194,47;219,76;194,47;0;0
29-01-2018;13 - 14;219,98;194,47;D;194,47;219,98;194,47;0;0
29-01-2018;14 - 15;220,51;194,47;D;194,47;220,51;194,47;0;0
29-01-2018;15 - 16;227,21;186,86;D;186,86;227,21;186,86;0;0
29-01-2018;16 - 17;226,91;186,86;D;186,86;226,91;186,86;0;0
29-01-2018;17 - 18;238,08;190,58;D;190,58;238,08;190,58;0;0
29-01-2018;18 - 19;248,94;199,51;D;199,51;248,94;199,51;0;0
29-01-2018;19 - 20;222,81;189,83;D;189,83;222,81;189,83;0;0
29-01-2018;20 - 21;221,62;-25;D;-25;221,62;-25;0;-152
29-01-2018;21 - 22;164,08;-120;D;-120;164,08;-120;0;-543
29-01-2018;22 - 23;104,82;-45;D;-45;104,82;-45;0;-98
29-01-2018;23 - 00;77,94;77,94;;77,94;77,94;77,94;0;0
30-01-2018;00 - 01;103,97;103,97;;103,97;103,97;103,97;0;0
30-01-2018;01 - 02;103,53;103,53;;103,53;103,53;103,53;0;0
30-01-2018;02 - 03;225,88;96,83;U;225,88;225,88;96,83;0;0
30-01-2018;03 - 04;225,88;102,71;U;225,88;225,88;102,71;0;0
30-01-2018;04 - 05;115,36;115,36;;115,36;115,36;115,36;0;0
30-01-2018;05 - 06;178,77;178,77;;178,77;178,77;178,77;0;0
30-01-2018;06 - 07;257,03;249,4;U;257,03;257,03;249,4;0;0
30-01-2018;07 - 08;257,29;257,29;;257,29;257,29;257,29;0;0
30-01-2018;08 - 09;248,73;209,13;D;209,13;248,73;209,13;0;0
30-01-2018;09 - 10;244,34;209,13;D;209,13;244,34;209,13;0;0
30-01-2018;10 - 11;245,08;215,09;D;215,09;245,08;215,09;0;0
30-01-2018;11 - 12;241,36;215,83;D;215,83;241,36;215,83;0;0
30-01-2018;12 - 13;240,62;203,18;D;203,18;240,62;203,18;0;0
30-01-2018;13 - 14;239,57;200,2;D;200,2;239,57;200,2;0;0
30-01-2018;14 - 15;239,35;200,2;D;200,2;239,35;200,2;0;0
30-01-2018;15 - 16;240,91;200,2;D;200,2;240,91;200,2;0;0
30-01-2018;16 - 17;244,56;202,51;D;202,51;244,56;202,51;0;0
30-01-2018;17 - 18;324,79;324,79;;324,79;324,79;324,79;0;0
30-01-2018;18 - 19;315,26;315,26;;315,26;315,26;315,26;0;0
30-01-2018;19 - 20;271,65;210,3;D;210,3;271,65;210,3;0;0
30-01-2018;20 - 21;246,87;210,3;D;210,3;246,87;210,3;0;0
30-01-2018;21 - 22;240,91;214,19;D;214,19;240,91;214,19;0;0
30-01-2018;22 - 23;231,61;187,55;D;187,55;231,61;187,55;0;0
30-01-2018;23 - 00;224,09;183,04;D;183,04;224,09;183,04;0;0
31-01-2018;00 - 01;220,36;178,91;D;178,91;220,36;178,91;0;0
31-01-2018;01 - 02;215,67;178,91;D;178,91;215,67;178,91;0;0
31-01-2018;02 - 03;202,72;155,57;D;155,57;202,72;155,57;0;0
31-01-2018;03 - 04;133,73;133,73;;133,73;133,73;133,73;0;0
31-01-2018;04 - 05;145,34;145,34;;145,34;145,34;145,34;0;0
31-01-2018;05 - 06;196,25;159,46;D;159,46;196,25;159,46;0;0
31-01-2018;06 - 07;236,21;178,91;D;178,91;236,21;178,91;0;0
31-01-2018;07 - 08;233,31;194,46;D;194,46;233,31;194,46;0;0
31-01-2018;08 - 09;236,81;202,24;D;202,24;236,81;202,24;0;0
31-01-2018;09 - 10;229,89;189,77;D;189,77;229,89;189,77;0;0
31-01-2018;10 - 11;228,55;189,77;D;189,77;228,55;189,77;0;0
31-01-2018;11 - 12;223,49;193,49;D;193,49;223,49;193,49;0;0
31-01-2018;12 - 13;220,36;193,49;D;193,49;220,36;193,49;0;0
31-01-2018;13 - 14;218,65;202,24;D;202,24;218,65;202,24;0;0
31-01-2018;14 - 15;220,51;220,51;;220,51;220,51;220,51;0;0
31-01-2018;15 - 16;233,36;220,51;U;233,36;233,36;220,51;0;0
31-01-2018;16 - 17;233,36;224,45;U;233,36;233,36;224,45;0;0
31-01-2018;17 - 18;239,26;239,26;;239,26;239,26;239,26;0;0
31-01-2018;18 - 19;249,53;215,82;D;215,82;249,53;215,82;0;0
31-01-2018;19 - 20;242,02;215,82;D;215,82;242,02;215,82;0;0
31-01-2018;20 - 21;218,05;218,05;;218,05;218,05;218,05;0;0
31-01-2018;21 - 22;208,83;202,43;D;202,43;208,83;202,43;0;0
31-01-2018;22 - 23;210,76;202,43;D;202,43;210,76;202,43;0;0
31-01-2018;23 - 00;185,9;185,9;;185,9;185,9;185,9;0;0
01-02-2018;00 - 01;225;178,15;U;225;225;178,15;4;0
01-02-2018;01 - 02;225;180,23;U;225;225;180,23;2;0
01-02-2018;02 - 03;179,04;141,39;D;141,39;179,04;141,39;0;0
01-02-2018;03 - 04;149,5;-40;D;-40;149,5;-40;0;-128
01-02-2018;04 - 05;165,42;10;D;10;165,42;10;0;-72
01-02-2018;05 - 06;187,9;187,9;;187,9;187,9;187,9;0;0
01-02-2018;06 - 07;244,08;206,13;D;206,13;244,08;206,13;0;0
01-02-2018;07 - 08;253,83;220,27;D;220,27;253,83;220,27;0;0
01-02-2018;08 - 09;243,56;209,86;D;209,86;243,56;209,86;0;0
01-02-2018;09 - 10;241,7;209,86;D;209,86;241,7;209,86;0;0
01-02-2018;10 - 11;241,18;210,59;D;210,59;241,18;210,59;0;0
01-02-2018;11 - 12;234,93;234,93;;234,93;234,93;234,93;0;0
01-02-2018;12 - 13;256,49;231,28;U;256,49;256,49;231,28;0;0
01-02-2018;13 - 14;255,24;209,85;D;209,85;234,04;209,85;0;0
01-02-2018;14 - 15;235,15;202,09;D;202,09;235,15;202,09;0;0
01-02-2018;15 - 16;234,56;198,2;D;198,2;234,56;198,2;0;0
01-02-2018;16 - 17;238,87;202,09;D;202,09;238,87;202,09;0;0
01-02-2018;17 - 18;245,42;213,74;D;213,74;245,42;213,74;0;0
01-02-2018;18 - 19;246,76;246,76;;246,76;246,76;246,76;0;0
01-02-2018;19 - 20;240,06;240,06;;240,06;240,06;240,06;0;0
01-02-2018;20 - 21;233,89;205,39;D;205,39;233,89;205,39;0;0
01-02-2018;21 - 22;234,11;202,09;D;202,09;234,11;202,09;0;0
01-02-2018;22 - 23;232,4;202,09;D;202,09;232,4;202,09;0;0
01-02-2018;23 - 00;215,58;202,09;D;202,09;215,58;202,09;0;0
02-02-2018;00 - 01;224,14;186,63;D;186,63;224,14;186,63;0;0
02-02-2018;01 - 02;222,28;178,85;D;178,85;222,28;178,85;0;0
02-02-2018;02 - 03;221,69;178,85;D;178,85;221,69;178,85;0;0
02-02-2018;03 - 04;221,32;182,74;D;182,74;221,32;182,74;0;0
02-02-2018;04 - 05;224;201,67;D;201,67;224;201,67;0;0
02-02-2018;05 - 06;239,47;202,18;D;202,18;239,47;202,18;0;0
02-02-2018;06 - 07;250,49;209,96;D;209,96;250,49;209,96;0;0
02-02-2018;07 - 08;278,47;217,73;D;217,73;278,47;217,73;0;0
02-02-2018;08 - 09;307,57;230,69;D;230,69;307,57;230,69;0;-7
02-02-2018;09 - 10;283,23;230,69;D;230,69;283,23;230,69;0;0
02-02-2018;10 - 11;306,6;306,6;;306,6;306,6;306,6;0;0
02-02-2018;11 - 12;269,09;269,09;;269,09;269,09;269,09;0;0
02-02-2018;12 - 13;258,6;258,6;;258,6;258,6;258,6;0;0
02-02-2018;13 - 14;261,95;233,28;D;233,28;261,95;233,28;0;0
02-02-2018;14 - 15;264,7;233,28;D;233,28;264,7;233,28;0;0
02-02-2018;15 - 16;262,17;209,96;D;209,96;262,17;209,96;0;0
02-02-2018;16 - 17;281,97;209,96;D;209,96;281,97;209,96;0;0
02-02-2018;17 - 18;357,35;217,73;D;217,73;357,35;217,73;0;-20
02-02-2018;18 - 19;370,6;348,27;U;370,6;370,6;348,27;22;0
02-02-2018;19 - 20;379,53;250;U;379,53;379,53;277,2;245;-14
02-02-2018;20 - 21;307;254,06;U;307;307;254,06;182;0
02-02-2018;21 - 22;248,4;248,4;;248,4;248,4;248,4;0;0
02-02-2018;22 - 23;260,46;244,83;U;260,46;260,46;244,83;21;0
02-02-2018;23 - 00;248,84;237,54;U;248,84;248,84;237,54;0;0
03-02-2018;00 - 01;259;244,93;U;259;259;244,93;0;0
03-02-2018;01 - 02;259;239,87;U;259;259;239,87;0;0
03-02-2018;02 - 03;259;238,16;U;259;259;238,16;10;0
03-02-2018;03 - 04;259;238,09;U;259;259;238,09;10;0
03-02-2018;04 - 05;256,77;240,02;U;256,77;256,77;240,02;10;0
03-02-2018;05 - 06;252,3;244,63;U;252,3;252,3;244,63;0;0
03-02-2018;06 - 07;245,08;245,08;;245,08;245,08;245,08;0;0
03-02-2018;07 - 08;248,28;248,28;;248,28;248,28;248,28;0;0
03-02-2018;08 - 09;251,56;251,56;;251,56;251,56;251,56;0;0
03-02-2018;09 - 10;260,86;260,86;;260,86;260,86;260,86;0;0
03-02-2018;10 - 11;279,47;272,02;U;279,47;279,47;272,02;4;0
03-02-2018;11 - 12;278,35;268,75;U;278,35;278,35;268,75;5;0
03-02-2018;12 - 13;275,85;257,73;U;275,85;275,85;257,73;15;0
03-02-2018;13 - 14;275,85;252,08;U;275,85;275,85;252,08;19;0
03-02-2018;14 - 15;261,98;248,95;U;261,98;261,98;248,95;0;0
03-02-2018;15 - 16;249,25;249,25;;249,25;249,25;249,25;0;0
03-02-2018;16 - 17;268,53;233,11;D;233,11;268,53;233,11;0;0
03-02-2018;17 - 18;335,95;230,72;D;230,72;335,95;230,72;0;0
03-02-2018;18 - 19;292,94;229,23;D;229,23;292,94;229,23;0;0
03-02-2018;19 - 20;258,03;230,72;D;230,72;258,03;230,72;0;0
03-02-2018;20 - 21;248,28;230,72;D;230,72;248,28;230,72;0;0
03-02-2018;21 - 22;245,08;224,76;D;224,76;245,08;224,76;0;0
03-02-2018;22 - 23;243,3;224,76;D;224,76;243,3;224,76;0;0
03-02-2018;23 - 00;239,28;224,76;D;224,76;239,28;224,76;0;0
04-02-2018;00 - 01;238,3;238,3;;238,3;238,3;238,3;0;0
04-02-2018;01 - 02;232,94;232,94;;232,94;232,94;232,94;0;0
04-02-2018;02 - 03;230,41;230,41;;230,41;230,41;230,41;0;0
04-02-2018;03 - 04;230,64;230,64;;230,64;230,64;230,64;0;0
04-02-2018;04 - 05;245,62;229,45;U;245,62;245,62;229,45;51;0
04-02-2018;05 - 06;245,6;229,15;U;245,6;245,6;229,15;0;0
04-02-2018;06 - 07;238,15;229,52;U;238,15;238,15;229,52;0;0
04-02-2018;07 - 08;232,42;208,22;D;208,22;232,42;208,22;0;0
04-02-2018;08 - 09;233,46;208,22;D;208,22;233,46;208,22;0;0
04-02-2018;09 - 10;240,98;226,99;D;226,99;240,98;226,99;0;0
04-02-2018;10 - 11;246,34;215,08;D;215,08;246,34;215,08;0;0
04-02-2018;11 - 12;256,31;227,49;D;227,49;256,31;227,49;0;0
04-02-2018;12 - 13;248,57;223,64;D;223,64;248,57;223,64;0;0
04-02-2018;13 - 14;238,75;204,36;D;204,36;238,75;204,36;0;0
04-02-2018;14 - 15;235,25;204,36;D;204,36;235,25;204,36;0;0
04-02-2018;15 - 16;238,82;208,22;D;208,22;238,82;208,22;0;0
04-02-2018;16 - 17;254,9;208,22;D;208,22;254,9;208,22;0;0
04-02-2018;17 - 18;302,98;223,27;D;223,27;295,53;223,27;0;0
04-02-2018;18 - 19;347,03;319,35;U;347,03;347,03;319,35;6;0
04-02-2018;19 - 20;347,03;297,77;U;347,03;347,03;297,77;6;0
04-02-2018;20 - 21;297,72;269,04;U;297,72;297,72;269,04;10;0
04-02-2018;21 - 22;260,48;260,48;;260,48;260,48;260,48;0;0
04-02-2018;22 - 23;254,97;254,97;;254,97;254,97;254,97;0;0
04-02-2018;23 - 00;245;245;;245;245;245;0;0
05-02-2018;00 - 01;239,2;239,2;;239,2;239,2;239,2;0;0
05-02-2018;01 - 02;232,05;232,05;;232,05;232,05;232,05;0;0
05-02-2018;02 - 03;230,12;230,12;;230,12;230,12;230,12;0;0
05-02-2018;03 - 04;230,19;230,19;;230,19;230,19;230,19;0;0
05-02-2018;04 - 05;227,59;204,36;D;204,36;227,59;204,36;0;0
05-02-2018;05 - 06;250,58;209,87;D;209,87;250,58;209,87;0;-21
05-02-2018;06 - 07;308,19;230,71;D;230,71;308,19;230,71;0;0
05-02-2018;07 - 08;405,31;405,31;;405,31;405,31;405,31;0;0
05-02-2018;08 - 09;432,1;267,92;D;267,92;432,1;267,92;0;-50
05-02-2018;09 - 10;425,1;247,11;D;247,11;425,1;247,11;0;-148
05-02-2018;10 - 11;415,5;249,16;D;249,16;415,5;249,16;0;-89
05-02-2018;11 - 12;398,91;239,06;D;239,06;398,91;239,06;0;-96
05-02-2018;12 - 13;354,7;239,06;D;239,06;354,7;239,06;0;-84
05-02-2018;13 - 14;348,97;239,06;D;239,06;348,97;239,06;0;-7
05-02-2018;14 - 15;349,04;240,39;D;240,39;349,04;240,39;0;-28
05-02-2018;15 - 16;362,96;245,6;D;245,6;362,96;245,6;0;-38
05-02-2018;16 - 17;397,42;239,64;D;239,64;397,42;239,64;0;-65
05-02-2018;17 - 18;423,69;239,64;D;239,64;423,69;239,64;0;-150
05-02-2018;18 - 19;439,02;243;D;243;439,02;243;0;-136
05-02-2018;19 - 20;412,38;260;D;260;412,38;260;0;-97
05-02-2018;20 - 21;355,37;254,53;D;254,53;355,37;254,53;0;0
05-02-2018;21 - 22;297,47;254,53;D;254,53;297,47;254,53;0;0
05-02-2018;22 - 23;290,25;290,25;;290,25;290,25;290,25;0;0
05-02-2018;23 - 00;268,07;268,07;;268,07;268,07;268,07;0;0
06-02-2018;00 - 01;268,82;216,61;D;216,61;268,82;216,61;0;-23
06-02-2018;01 - 02;260,49;208,88;D;208,88;260,49;208,88;0;-260
06-02-2018;02 - 03;257,88;208,88;D;208,88;257,88;208,88;0;-223
06-02-2018;03 - 04;263,32;208,88;D;208,88;263,32;208,88;0;-200
06-02-2018;04 - 05;269,79;208,88;D;208,88;269,79;208,88;0;-188
06-02-2018;05 - 06;278,05;223,28;D;223,28;278,05;223,28;0;-50
06-02-2018;06 - 07;327,1;228,22;D;228,22;327,1;228,22;0;-35
06-02-2018;07 - 08;436,5;436,5;;436,5;436,5;436,5;0;0
06-02-2018;08 - 09;480,64;260,49;D;260,49;480,64;260,49;0;-28
06-02-2018;09 - 10;474,01;260,49;D;260,49;474,01;260,49;0;-67
06-02-2018;10 - 11;443,5;260,49;D;260,49;443,5;260,49;0;-11
06-02-2018;11 - 12;370,34;370,34;;370,34;370,34;370,34;0;0
06-02-2018;12 - 13;491,21;339,68;U;491,21;491,21;339,68;92;0
06-02-2018;13 - 14;491,21;332,01;U;491,21;491,21;332,01;68;0
06-02-2018;14 - 15;426;349,2;U;426;426;349,2;15;0
06-02-2018;15 - 16;442,08;368,03;U;442,08;442,08;368,03;7;0
06-02-2018;16 - 17;453,99;400,03;U;453,99;453,99;400,03;32;0
06-02-2018;17 - 18;462,92;462,92;;462,92;462,92;462,92;0;0
06-02-2018;18 - 19;487,48;487,48;;487,48;487,48;487,48;0;0
06-02-2018;19 - 20;432,26;232,08;D;232,08;432,26;232,08;0;0
06-02-2018;20 - 21;352,03;352,03;;352,03;352,03;352,03;0;0
06-02-2018;21 - 22;299,64;299,64;;299,64;299,64;299,64;0;0
06-02-2018;22 - 23;277,01;208,88;D;208,88;277,01;208,88;0;-176
06-02-2018;23 - 00;252,9;204,21;D;204,21;252,9;204,21;0;0
07-02-2018;00 - 01;250,98;208,41;D;208,41;250,98;208,41;0;0
07-02-2018;01 - 02;248,97;226,56;D;226,56;248,97;226,56;0;0
07-02-2018;02 - 03;244,95;226,56;D;226,56;244,95;226,56;0;0
07-02-2018;03 - 04;246,14;226,56;D;226,56;246,14;226,56;0;0
07-02-2018;04 - 05;250,53;250,53;;250,53;250,53;250,53;0;0
07-02-2018;05 - 06;253,66;253,66;;253,66;253,66;253,66;0;0
07-02-2018;06 - 07;321,54;302,19;U;321,54;321,54;302,19;2;0
07-02-2018;07 - 08;439,59;439,59;;439,59;439,59;439,59;0;0
07-02-2018;08 - 09;456,49;456,49;;456,49;456,49;456,49;0;0
07-02-2018;09 - 10;576;438,92;U;576;576;438,92;28;0
07-02-2018;10 - 11;576;430,81;U;576;576;430,81;47;0
07-02-2018;11 - 12;537,62;349,75;U;537,62;537,62;349,75;148;0
07-02-2018;12 - 13;576;261,12;U;576;576;323,85;65;0
07-02-2018;13 - 14;333,08;254,69;D;254,69;333,08;254,69;0;-70
07-02-2018;14 - 15;351,54;351,54;;351,54;351,54;351,54;0;0
07-02-2018;15 - 16;365,9;239,67;D;239,67;365,9;239,67;0;-237
07-02-2018;16 - 17;385,18;239,67;D;239,67;385,18;239,67;0;-99
07-02-2018;17 - 18;448;448;;448;448;448;0;0
07-02-2018;18 - 19;477,4;477,4;;477,4;477,4;477,4;0;0
07-02-2018;19 - 20;550;410,86;U;550;550;410,86;59;0
07-02-2018;20 - 21;307,1;307,1;;307,1;307,1;307,1;0;0
07-02-2018;21 - 22;299,44;299,44;;299,44;299,44;299,44;0;0
07-02-2018;22 - 23;267,43;267,43;;267,43;267,43;267,43;0;0
07-02-2018;23 - 00;244,95;244,95;;244,95;244,95;244,95;0;0
08-02-2018;00 - 01;273,19;250,15;U;273,19;273,19;250,15;52;0
08-02-2018;01 - 02;278,96;246,06;U;278,96;278,96;246,06;101;0
08-02-2018;02 - 03;275,39;243,68;U;275,39;275,39;243,68;63;0
08-02-2018;03 - 04;262,73;242,64;U;262,73;262,73;242,64;0;0
08-02-2018;04 - 05;261,65;248,59;U;261,65;261,65;248,59;0;0
08-02-2018;05 - 06;261,65;259,08;U;261,65;261,65;259,08;0;0
08-02-2018;06 - 07;323,39;232,22;D;232,22;323,39;232,22;0;0
08-02-2018;07 - 08;403,7;403,7;;403,7;403,7;403,7;0;0
08-02-2018;08 - 09;483,04;238,17;D;238,17;483,04;238,17;0;-50
08-02-2018;09 - 10;482,52;232,22;D;232,22;482,52;232,22;0;-54
08-02-2018;10 - 11;431,83;230,87;D;230,87;431,83;230,87;0;-21
08-02-2018;11 - 12;298,46;230,73;D;230,73;298,46;230,73;0;0
